
[0057]  [079]  []  []

-Z/14/210/t1	{ΓΑΛΗΝΟΥ ΠΡΟΣ ΠΙΣΩΝΑ ΠΕΡΙ 
-Z/14/264/11	ὅπερ ἐστὶν ἐπίπαγός τις παχύτατος, συναγόμενος ἐν τῷ τῆς 
-Z/14/264/12	φωλείας χρόνῳ, καὶ τῷ χρόνῳ τῆς φωλείας μᾶλλον ἤπερ 
-Z/14/264/13	τῆς ἡλικίας τοῦ ζώου γῆρας τυγχάνον. διόπερ χρὴ μὴ εὐ-
-Z/14/264/14	θέως αὐτὰ λαμβάνειν, ἀλλὰ ἐᾷν τινα χρόνον ἀπολαῦσαί τε 
-Z/14/264/15	τοῦ ἀέρος καὶ τραφῆναι τὴν συνήθη νομήν. νέμεται δὲ 
-Z/14/264/16	ταῦτα τὰ θηρία καὶ βοτάνης μέν τινας καὶ ζῶα καὶ τὰ 
-Z/14/264/17	συνήθως αὐτὰ τρέφειν δυνάμενα, ὥσπερ τὰς βουπρήστεις 
-Z/14/264/18	καὶ κανθαρίδας καὶ τὰς καλουμένας πιτυοκάμπας. 
-Z/14/264/19	αὗται γὰρ αὐτῶν εἰσιν αἱ κατάλληλοι τροφαί. ἔστω δὲ καὶ  
-Z/14/265/1	ὑπόξανθα τὰ ζῶα καὶ εὐκίνητα σφόδρα, καὶ μάλιστα ἐπα-
-Z/14/265/2	νατείνοντα τὸν τράχηλον, καὶ τοὺς ὀφθαλμοὺς ὑπερύθρους 
-Z/14/265/3	ἔχοντα, καὶ ἀναιδεῖς καὶ θηριῶδες βλέποντα, καὶ τὰς κε-
-Z/14/265/4	φαλὰς πλατυτέρας καὶ τὸ πᾶν σῶμα, καὶ τὴν γαστέρα προ-
[0057]  [079]  []  []

-Z/14/265/5	κολπότερον, καὶ τὸν πόρον πρὸς ἄκρᾳ μᾶλλον τῇ οὐρᾷ ἔχον-
-Z/14/265/6	τα, καὶ τὴν οὐρὰν μὴ περιειλημένην, ἀλλὰ μᾶλλον συστρέ-
-Z/14/265/7	φοντα, καὶ ἠρεμαῖον τὸν περίπατον ποιούμενα. τούτῳ γὰρ 
-Z/14/265/8	τοῦ ἄῤῥενος ἡ ἔχιδνα διήνεγκε καὶ τῷ πλέονας τῶν δύο 
-Z/14/265/9	κυνοδόντων ἔχειν, ὥσπερ δὴ καὶ Νίκανδρος διὰ τῶν ἐπῶν 
-Z/14/265/10	τούτων λέγει 
-Z/14/265/11	  Τοῦ μὲν ὑπὲρ κυνόδοντε δύο χροῒ τεκμαίρονται, 
-Z/14/265/12	  ἰὸν ἐρευγόμενοι, πλέονες δέ τοι αἰὲν ἐχίδνης. 
-Z/14/265/13	καὶ δὴ λαβόντα αὐτὰ τῷ καιρῷ τούτῳ πρῶτον μὲν αὐτῶν 
-Z/14/265/14	χρὴ ἀποκόπτειν τὰς κεφαλάς τε καὶ τὰς οὐρὰς, τοσοῦτον 
-Z/14/265/15	ἀποκόπτοντας, ὡς εἶναι τὸ μέτρον τῆς ἀποκοπῆς τεσσάρων 
-Z/14/265/16	δακτύλων. ἐπιβλέπειν δὲ καὶ ἐν τῷ ἀποκόπτειν τὰ μέρη 
-Z/14/265/17	ταῦτα ἀκριβῶς παραινῶ, εἰ μετὰ τὴν ἀποκοπὴν ἄναιμά τε 
-Z/14/265/18	εὐθέως καὶ ἀκίνητα καὶ πάντῃ νεκρὰ τὰ ζῶα εἶναι φαί- 
-Z/14/266/1	νοιτο. εἰ γὰρ τοιαῦτα εὑρίσκοιτο τὰ θηρία, ἄχρηστα αὐτὰ 
-Z/14/266/2	πρὸς τὴν τοῦ φαρμάκου μίξιν εἶναι νόμιζε. εἰ δὲ βλέποις 
-Z/14/266/3	ἐν αὐτοῖς ἀποκοπέντων τῶν μερῶν ὑπολειπομένην κίνησίν 
-Z/14/266/4	τινα καὶ τὸ ἔναιμον ἐπί τινα χρόνον ἀποσώζειν δυνάμενα, 
-Z/14/266/5	ταῦτα ὡς ἄριστα ὄντα, μιγνύναι τῇ σκευασίᾳ τῆς ἀντιδότου, 
-Z/14/266/6	οὐ γὰρ ἐξίτηλον, ἀλλὰ ἰσχυρὰν πρὸς τὸ σώζειν ἔχοντα δύ-
-Z/14/266/7	ναμιν φαίνεται. εἶτα μετὰ τοῦτο ἀποδέρειν αὐτῶν ὅλον ἀκρι-
-Z/14/266/8	βῶς τὸ δέρμα, ἐξαίρειν δὲ καὶ τὸ στέαρ ὡς ἄχρηστον καὶ 
-Z/14/266/9	τὰ ἐντόσθια ἅπαντα, ἔστι γὰρ τῶν περιττωμάτων δοχεῖα. 
-Z/14/266/10	καὶ μετὰ τοῦτο ἐμβάλλειν αὐτὰ λοιπὸν εἴς τι κεραμοῦν ἀγ-
-Z/14/266/11	γεῖον, ὡς κάλλιστα κατασκευασθὲν, ἢ εἰς λέβητα γεγανω-
-Z/14/266/12	μένον καλῶς, καὶ τοῖς ἄνθραξιν ἀνακεκαυμένοις ἐπικείμε-
-Z/14/266/13	νον, ἵνα ἀκνίστως ἡ ἕψησις αὐτῶν γένηται. ἑψήσθωσαν δὲ 
-Z/14/266/14	ἐν ὕδατι πηγαίῳ καὶ προσεμβαλέσθωσαν ἅλες νεαροὶ, καὶ 
-Z/14/266/15	ἀνήθου μὴ ξηροῦ κλῶνες σύμμετροι. εἶθ' ὅταν ἑψηθῶσιν 
-Z/14/266/16	αἱ σάρκες καλῶς, τὸ μέτρον δὲ τῆς ἑψήσεως ἔστω σοι, ὅταν 
-Z/14/266/17	αἱ ἄκανθαι χωρισθῶσι τῆς σαρκὸς τῶν θηρίων, τότε ἀνε-
-Z/14/266/18	λόμενος τὸν λέβητα ἀπὸ τοῦ πυρὸς ἀκριβῶς χώριζε τὰς  
-Z/14/267/1	σάρκας τῶν ἀκανθῶν, καὶ λειώσας αὐτὰς, ἄρτου ὡς μάλι-
-Z/14/267/2	στα τοῦ καθαρωτάτου καὶ ἀπὸ σεμιδάλεως τῆς καθαρωτά-
-Z/14/267/3	της γενομένου μίσγε τὸ σύμμετρον πρὸς τὴν ἀνάπλασιν, 
-Z/14/267/4	ὥσπερ καὶ ὁ Ἀνδρόμαχος βούλεται. ὁ γὰρ Μάγνος, καὶ ὁ 
-Z/14/267/5	Δαμοκράτης καὶ μέτρον τὶ ὡρισμένον αὐτοῖς μίγνυσθαι 
-Z/14/267/6	θέλουσιν· ἴσον γὰρ τοῦ ἄρτου πρὸς ἴσον τῶν σαρκῶν ἀπο-
-Z/14/267/7	στήσαντες, οὕτως αὐτὰς συλλειοῦσι τῷ ἄρτῳ· εἶτα παρα-
-Z/14/267/8	χέας τὸ αὔταρκες τοῦ ζωμοῦ, οὕτως ἀνάπλασσε συμμέτρους 
-Z/14/267/9	τροχίσκους, παραπτόμενος ἐν τῇ ἀναπλάσει, ὀποβαλσάμου 
-Z/14/267/10	ὀλίγου, καὶ ἐν σκιᾷ ἀποτιθέμενος εἰς τὴν τοῦ ὅλου φαρμά-
-Z/14/267/11	κου σκευασίαν φύλαττε. 
-Z/14/267/12	  [Θηριακῆς σκευασία, ἀποθήκη, ἡλικία, 
-Z/14/267/13	κρίσις, δόσις.] Καὶ λοιπὸν τῶν ἄλλων ὅσα καὶ κόπτεσθαι 
-Z/14/267/14	καὶ σήθεσθαι χρὴ, κοσκινέειν κοσκίνῳ, ὡς ἔνι μάλιστα 
-Z/14/267/15	λεπτοτρήτῳ γενομένῳ. πάνυ γὰρ τὸ λεῖον πρὸς τὴν ὠφέ-
-Z/14/267/16	λειαν εἶναί μοι δοκεῖ χρήσιμον, διὰ τὸ μᾶλλον εὐπρόσθετον 
-Z/14/267/17	εἶναι τοῖς σώμασιν. ὅσα δὲ διαβρέχειν τε καὶ λειοῦν χρὴ, 
-Z/14/267/18	καὶ ταῦτα λείου καὶ τῷ οἴνῳ βρέχε. ἔστω δὲ ὁ οἶνος κάλ-
-Z/14/267/19	λιστος, οἷος ὁ Φαλερῖνος γλυκὺς, ὁ * μὴ Φαυστιανὸς, ἀλλ'  
-Z/14/268/1	ὁ δριμύς τε καὶ πᾶσι καλούμενος ἄκτος. εἶθ' οὕτως πάντα λειώ-
-Z/14/268/2	σας πρόσβαλε τὸ αὔταρκες μέλι· ἔστω δὲ τὸ αὔταρκες, 
-Z/14/268/3	ὥσπερ αἱ γραφαὶ ἔχουσι, λίτραι δέκα ἀφηψημέναι μετρίως, 
-Z/14/268/4	ὥστε ἐν τῇ ἑψήσει πᾶν αὐτοῦ τὸ κηρῶδες καὶ πνευματῶδες 
-Z/14/268/5	χωρισθῆναι. ἔστω δὲ καὶ τὸ μέλι τὸ καλούμενον Ὑμήττιον. 
-Z/14/268/6	τὸν γὰρ θύμον τὸν ἐν τούτῳ τῷ ὄρει τῷ καλουμένῳ Ὑμητ-
-Z/14/268/7	τῷ γινόμενον νέμονται αἱ μέλισσαι, καὶ οὕτω κάλλιστον 
-Z/14/268/8	ποιοῦσι τὸ μέλι. πειρῶ δὲ καὶ τὴν ῥητίνην καὶ χαλβάνην 
-Z/14/268/9	προαποτήξας ἰδίᾳ, οὕτω πρὸς τὴν θυείαν ἐπιβάλλειν τῷ φαρ-
-Z/14/268/10	μάκῳ, καὶ λοιπὸν ἑνώσας τὰ πάντα καὶ λειώσας ἐπιμελῶς, 
-Z/14/268/11	πάλιν παραπτόμενος τοῦ ὀποβαλσάμου συμμέτρως, οὕτως 
-Z/14/268/12	ἀποτίθεσο τὴν ἀντίδοτον εἰς ὑάλινα ἢ ἀργυρᾶ σκεύη, μὴ 
-Z/14/268/13	πάνυ πληρῶν αὐτὰ, ἀλλὰ καταλιπών τινα τόπον εἰς δια-
-Z/14/268/14	πνοὴν τῷ φαρμάκῳ, καὶ συνεχῶς γε ἀποπωμάτιζε αὐτὰ, ἵνα 
-Z/14/268/15	μᾶλλον διαπνέηται, καὶ ταχυτέρα σοι αὐτῆς ἡ χρῆσις γενή-
-Z/14/268/16	σεται. χρόνου γὰρ εἰς πέψιν οὐκ ὀλίγου χρείαν ἔχει, ἵνα 
-Z/14/268/17	πρὸς τὴν χρῆσιν ἡ ἀντίδοτος πεφθῇ καλῶς. πέσσεται δὲ 
-Z/14/268/18	ὡς ἐπὶ τὸ πλεῖστον τῷ μὲν ιβʹ. ἐτῶν χρόνῳ. οἱ δὲ ἀ- 
-Z/14/269/1	κμαιοτέρᾳ τε αὐτῇ καὶ ἰσχυροτέρᾳ χρῆσθαι θέλοντες, καὶ 
-Z/14/269/2	ἐτῶν που πέντε καὶ ἑπτὰ τὸν χρόνον ἐχούσῃ, οὕτως ἐχρή-
-Z/14/269/3	σαντο, καὶ μάλιστα ἐπὶ τῶν θηριοδήκτων τε καὶ λυσσοδή-
-Z/14/269/4	κτων καὶ τῶν φαρμάκων τῶν δηλητηρίων. ἰσχυρὰν γὰρ 
-Z/14/269/5	οὗτοι τὴν ἀπὸ τῶν τοιούτων βλάβην ἔχοντες, δυνατωτέρας 
-Z/14/269/6	καὶ τῆς ἀπὸ τοῦ φαρμάκου βοηθείας χρείαν ἔχουσιν. ἔστι 
-Z/14/269/7	δὲ δυνατὸν τὸ φάρμακον ἕως ἐτῶν τριάκοντα. ὡς ἐπί γε 
-Z/14/269/8	τῶν ἄλλων παθῶν, ὅπου μὴ τηλικαύτη ἐστὶν ἡ τοῦ βλά-
-Z/14/269/9	πτειν αἰτία, αὐτάρκης εἶναι δοκεῖ καὶ ἐτῶν ἑξήκοντα χρό-
-Z/14/269/10	νος εἰς τὴν χρῆσιν τοῦ φαρμάκου. πάνυ γὰρ τὸ πέρας τοῦ 
-Z/14/269/11	τοσούτου διαστήματος ἐξίτηλόν τε καὶ ἄτονον πρὸς τὸ βοη-
-Z/14/269/12	θῆσαι ποιεῖ τὸ φάρμακον. πολλοὶ γοῦν τινες αὐτῆς τὴν 
-Z/14/269/13	δύναμιν κρῖναι θέλοντες πρῶτον διδόντες τὶ τῶν καθαρτι-
-Z/14/269/14	κῶν φαρμάκων, εἶτα ἐπιδιδόντες τὶ τῆς ἀντιδότου πιεῖν, 
-Z/14/269/15	οὕτως αὐτῆς ποιοῦνται τὴν κρίσιν. εἰ μὲν γὰρ εὔτονος καὶ 
-Z/14/269/16	ἀκμαία εἴη, οὐδ' ὅλως ἀφίησι τὴν κάθαρσιν γενέσθαι, ἐκνι-
-Z/14/269/17	κῶσα τῷ ἑαυτῆς δυνατῷ τοῦ καθαρτικοῦ φαρμάκου 
-Z/14/269/18	τὴν ἰσχύν. εἰ δὲ οὕτως καθαρθείη, ὡς μηδὲ τὴν ἀντίδοτον  
-Z/14/270/1	λαβὼν, κατάδηλος γίγνεται ὅτι ἄτονός τε καὶ ἐξίτηλός ἐστιν 
-Z/14/270/2	ἡ ἰσχὺς, ὡς μηδὲ κρατῆσαι τῆς τοῦ φαρμάκου δυνάμεως. 
-Z/14/270/3	ἔστι δὲ αὐτῆς τὸ μέτρον τῆς πόσεως οὐκ ἐπὶ πάντων τὸ 
-Z/14/270/4	αὐτὸ, ὥσπερ οὐδὲ τὸ ὑγρὸν, ᾧ διαλύοντες αὐτὴν δίδομεν. 
-Z/14/270/5	ἐπὶ μὲν γὰρ τῶν προειρημένων Ποντικοῦ καρύου τὸ μέγε-
-Z/14/270/6	θος ἀνιέντες μετ' οἴνου κυάθων τριῶν οὕτως αὐτὴν δι-
-Z/14/270/7	δόναι πίνειν τοῖς λαμβάνουσιν εἰώθαμεν. ἐπὶ δὲ τῶν ἄλλων 
-Z/14/270/8	παθῶν καὶ τῷ μέτρῳ καὶ τῷ ὑγρῷ διαφόρως χρώμεθα. 
-Z/14/270/9	πρὸς γὰρ τὴν τῶν παθῶν διαφορὰν ἁρμοζόμενοι καὶ τὴν 
-Z/14/270/10	ποσότητα τοῦ φαρμάκου μετροῦμεν καὶ τὸ κατάλληλον ὑγρὸν 
-Z/14/270/11	τῆς μίξεως κρίνομεν. οὐ γὰρ μόνον πρὸς τὰ τῶν θηρίων 
-Z/14/270/12	δήγματα καὶ τὰ δηλητήρια φάρμακα βοηθεῖν ἡ ἀντίδοτος 
-Z/14/270/13	πέφυκεν, ἀλλὰ καὶ πρὸς τὰ μέγιστα τῶν ἄλλων παθῶν ἀλε-
-Z/14/270/14	ξητήριον φάρμακον ἐκ τῆς ἐν πείρᾳ χρήσεως ὑφ' ὑμῶν 
-Z/14/270/15	οὖσα εὑρέθη. 
-Z/14/270/16	  [Πρὸς πόσας νόσους βοηθεῖν πέφυκεν ἡ 
-Z/14/270/17	θηριακή.] Γαλήνην γοῦν αὐτὴν ἐν τοῖς προκειμένοις ἔπε-
-Z/14/270/18	σιν ὁ Ἀνδρόμαχος διὰ τοῦτο, οἶμαι, κέκληκεν, ἐπειδὴ ὥσπερ  
-Z/14/271/1	ἔκ τινος τοῦ κατὰ τὰ πάθη χειμῶνος καθάπερ τινὰ γα-
-Z/14/271/2	λήνην τὴν ὑγείαν τοῖς σώμασιν ἐργάζεται. κεφαλαίας γοῦν 
-Z/14/271/3	τὰς χρονίας καὶ τὰ σκοτώματα ἰᾶσθαι πέφυκε καὶ δυσ-
-Z/14/271/4	ηκοΐας καὶ ἀμβλυωπίας παύειν. ἐνίοτε δὲ καὶ τὸ τῆς 
-Z/14/271/5	γεύσεως ὄργανον ἀσθενοῦν καθίστησι. πολλάκις δὲ καὶ τὰς 
-Z/14/271/6	ἐπὶ τῶν φρενιτικῶν παρακοπὰς γενναίως ἔπαυσεν, 
-Z/14/271/7	ὕπνον ἐπιφέρουσα· ἀπ' αὐτοῦ δὲ καὶ τὰς τῆς γνώμης τα-
-Z/14/271/8	ραχάς τε καὶ τὰς περιπλοκὰς φαντασίας παύουσα τοῖς 
-Z/14/271/9	ὕπνοις. καὶ ταῖς ἐπιληψίαις δὲ αὐταῖς ἀγωνιστικῶς εἴωθε 
-Z/14/271/10	βοηθεῖν, ἀναπίνουσα τὴν πολλὴν ἐκ τῆς κεφαλῆς ὑγρασίαν 
-Z/14/271/11	καὶ ἀνεμπόδιστον ποιοῦσα τὴν ὁδὸν τῷ πνεύματι. βοηθεῖ 
-Z/14/271/12	δὲ καὶ τοῖς δυσπνοοῦσιν, ὅταν ἐγκείμενά τινα παχέα φλέ-
-Z/14/271/13	γματα εἰς τὰς σήραγγας τοῦ πνεύμονος, ἀναπνεῖν κωλύων-
-Z/14/271/14	ται τὸν ἄνθρωπον, εὐκόλως τέμνουσα καὶ εὐανάγωγα ποι-
-Z/14/271/15	οῦσα καὶ λεπτύνουσα τὰ συνεστῶτα, καὶ γλίσχρα τῶν ὑγρῶν. 
-Z/14/271/16	καὶ τοὺς αἷμα δὲ ἀνάγοντας πάνυ ὠφελεῖ, εἴ τις αὐτὴν 
-Z/14/271/17	σύμφυτον ἐφεψήσας καὶ ἀνιεὶς τῷ ὕδατι οὕτως ἐπιδῴη. 
-Z/14/271/18	πολλάκις δὲ καὶ τὰς περὶ τὸν στόμαχον κακώσεις θερα- 
-Z/14/272/1	πεύειν εἴωθε καὶ ἀνόρεκτον αὐτὸν ὄντα καὶ τὰς τροφὰς 
-Z/14/272/2	λαμβάνειν μὴ δυνάμενον εἰς τὸ προσίεσθαι αὐτὰς ἡδέως 
[0057]  [079]  []  []

-Z/14/272/3	κατέστησεν. ἐνίοτε δὲ καὶ τὴν ἐπιτεταμένην ἀλόγως ὄρε-
-Z/14/272/4	ξιν ἔκ τινος παρακειμένης αὐτῷ δριμυτέρας καὶ δακνώδους 
-Z/14/272/5	οὐσίας ἀγωνιστικῶς ἔπαυσε, καὶ ἑλμίνθων τοῖς ἐντέροις 
-Z/14/272/6	ἐγκειμένων, καὶ διὰ τοῦτο αὐτοῦ τοῦ στομάχου ἀπλήστως 
-Z/14/272/7	τῆς τροφῆς ὀρεγομένου πνῖγον τὰ θηρία τὸ φάρμακον τῆς 
-Z/14/272/8	πολλῆς πείνης γενναίως ἀπήλλαξεν. ἔτι καὶ τὴν μεγίστην, 
-Z/14/272/9	καὶ πλατεῖαν ἕλμινθα γενομένην καὶ πᾶσαν τὴν εἰσφερομέ-
-Z/14/272/10	νην τροφὴν ἐκνεμομένην, καὶ διὰ τοῦτ' ἐκτήκουσαν τὸ 
-Z/14/272/11	ἄλλο πᾶν σῶμα, θαυμασίως ἐξάγει τῶν ἐντέρων. καὶ τὰς 
-Z/14/272/12	ἡπατικὰς καὶ σπληνικὰς διαθέσει ἰᾶται πολλάκις, ἐκλύουσα 
-Z/14/272/13	τὰς ἐμφράξεις καὶ τὰς περὶ τὸ ἧπαρ διαθέσεις καὶ σπλῆνα 
-Z/14/272/14	ἰωμένη. καὶ τὸν ἴκτερον διά τινα παρὰ τὸ ἧπαρ διάθεσιν 
-Z/14/272/15	γιγνόμενον γενναίως θεραπεύει, ἀποκαθαίρουσα τὴν χολὴν 
-Z/14/272/16	καὶ ὥσπερ ἀπομάττουσα καὶ ποιοῦσα τὸ ἧπαρ διακρίνειν αὐτὴν 
-Z/14/272/17	ἀκριβῶς ἀπὸ τοῦ αἵματος. τήκει δὲ ἐνίοτε καὶ τοὺς σπλῆνας 
-Z/14/272/18	τοῖς ἐσκιῤῥωμένους, κατ' ὀλίγον ἀναλίσκουσα τὴν ἐν αὐτοῖς ῥυ- 
