
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/638/4	ἔτι τε τὸ <ἵδρου περὶ κεφαλὴν ὀλίγῳ ψυχρῷ> φρενιτικήν τε 
-Z/17a/638/5	ἤδη τὴν ἄνθρωπον ἐδήλωϲεν εἶναι καὶ πρὸϲ τούτῳ μοχθηρῶϲ ἔχειν 
-Z/17a/638/6	πάνυ. προϲτεθέντοϲ δὲ τοῖϲ εἰρημένοιϲ ϲημείοιϲ τε καὶ ϲυμπτώμαϲι 
-Z/17a/638/7	〈τοῦ〉 τῶν <ψυχρῶν ἀκρέων> ἔτι μᾶλλον ἄν τιϲ αὐτὴν προϲεδόκηϲε 
-Z/17a/638/8	τεθνήξεϲθαι, ὥϲπερ δὴ καὶ <ἀπέθανεν> ἀκόλουθα τοῖϲ εἰρημένοιϲ 
-Z/17a/638/9	ϲυμπτώμαϲιν ϲχοῦϲα τὰ κατὰ τὴν <πέμπτην> καὶ τὴν <ἕκτην>. 
-Z/17a/638/10	  τὰ δ' ὡϲ μαρτυροῦντα τούτοιϲ ἐν τῷ Προρρητικῷ γεγραμμένα  
-Z/17a/638/11	φθάνω δείξαϲ ἐν τοῖϲ εἰϲ ἐκεῖνο τὸ βιβλίον ὑπομνήμαϲιν ὅπωϲ ἐϲτὶ 
-Z/17a/638/12	μοχθηρά. μνημονεύϲω μέντοι νῦν κἀκ τούτων τινῶν ἀναμνήϲεωϲ ἕνεκα, 
-Z/17a/638/13	καίτοι παρῃτημένοϲ τὰ τοιαῦτα γράφειν. εἰρημένου τοίνυν ἐν τῷ 
-Z/17a/638/14	Προρρητικῷ “ἐξ ὀϲφύοϲ ἀναδρομῆϲ ὀφθαλμῶν <ἴλλωϲιϲ> κακόν”, διὰ 
-Z/17a/638/15	τοῦτο <τῆϲ γυναικὸϲ> ταύτηϲ ἀναμιμνῄϲκουϲιν ἐν τοῖϲ περὶ ταύτηϲ 
-Z/17a/638/16	τῆϲ ἐν τῷ Προρρητικῷ ῥήϲεωϲ. ἔϲτι μὲν οὖν, ὡϲ ἐδείχθη, τὰ τοι-
-Z/17a/638/17	αῦτα πάντα μοχθηρά, γινωϲκόντων ἡμῶν ἐν τῷ καθόλου τὴν δια-
-Z/17a/639/1	ϲτροφὴν τῶν | ὀφθαλμῶν οὐκ ἀγαθὸν εἶναι ϲημεῖον, ἐάν τ' ἐξ ὀϲφύοϲ 
-Z/17a/639/2	ἀναδρομῆϲ ἐάν θ' ὁπωϲοῦν γένηται, μετὰ τοῦ κακόζηλον εἶναι τὴν 
-Z/17a/639/3	ἑρμηνείαν καὶ πόρρω τῆϲ <Ἱπποκράτουϲ> λέξεωϲ. οὐ γὰρ ἂν εἶπεν 
-Z/17a/639/4	“ἐξ ὀϲφύοϲ ἀναδρομῆϲ”, ἀλλ' ὡϲ ἐν τῷ Προγνωϲτικῷ κατὰ τήνδε 
-Z/17a/639/5	τὴν λέξιν· “αἱ δὲ ϲὺν πυρετῷ ὀδύναι γινόμεναι περὶ τὴν ὀϲφὺν καὶ 
-Z/17a/639/6	τὰ κάτω χωρία, ἢν τῶν φρενῶν ἅπτωνται τὰ κάτω ἐκλείπουϲαι, ὀλέ-
-Z/17a/639/7	θριον κάρτα.” οὐ μὴν οὐδ' ἔχει τιϲ ἐπὶ τῆϲ προκειμένηϲ ἀρρώϲτου 
-Z/17a/639/8	δεῖξαι γεγονυῖαν ἐπὶ τὴν <κεφαλὴν> ἄνοδον τῶν κατὰ τὴν <ὀϲφὺν> 
-Z/17a/639/9	πλεοναζόντων χυμῶν. 
-Z/17a/639/10	  ὥϲπερ 〈μὲν οὖν〉 καὶ ταῦτα μάτην εἶπόν τινεϲ τῶν ἐξηγητῶν, 
-Z/17a/639/11	οὕτω καὶ τήνδε τὴν ῥῆϲιν ἐκ τοῦ Προρρητικοῦ κακῶϲ ἐπιφέρουϲι τοῖϲ 
-Z/17a/639/12	νῦν εἰρημένοιϲ εἰϲ ἐξήγηϲιν τῆϲ προκειμένηϲ ἀρρώϲτου, καθ' ἥν φηϲι 
-Z/17a/639/13	“κοιλίηϲ περίπλυϲιϲ ἐξέρυθροϲ κακὸν μὲν ἐν πᾶϲιν, οὐχ ἥκιϲτα δ' 
-Z/17a/639/14	〈ἐπὶ〉 τοῖϲ προειρημένοιϲ”, οὐκ εἰρηκότοϲ <Ἱπποκράτουϲ> ἐξέρυθρον 
-Z/17a/639/15	τῇ γυναικὶ ταύτῃ γεγονέναι περίπλυϲιν κοιλίηϲ.  
-Z/17a/639/16	  ἔτι δὲ μᾶλλον ἀτόπωϲ μνημονεύουϲι καὶ τῆϲδε τῆϲ ῥήϲεωϲ “ἐν 
-Z/17a/640/1	πυρετοῖϲι καυϲώδεϲιν ὑποπεριψύχουϲι, διαχωρήμαϲιν ὑδατοχό|λοιϲι ϲυ-
-Z/17a/640/2	χνοῖϲ ὀφθαλμῶν <ἴλλωϲιϲ> ϲημεῖον κακόν, ἄλλωϲ τε καὶ ἢν κάτοχοι 
-Z/17a/640/3	γένωνται”. διαφέρειν δ' οὐδέν φαϲιν ἢ κάτοχον εἰπεῖν ἢ κωματώδη, 
-Z/17a/640/4	μὴ γινώϲκοντεϲ, ὡϲ αὐτὸϲ ὁ <Ἱπποκράτηϲ> διορίζει τὸ βαθὺ <κῶμα> 
-Z/17a/640/5	τοῦ μετ' <ἀγρυπνίαϲ>. τὸ μὲν οὖν βαθὺ <κῶμα> κοινωνίαν ἔχει τινὰ 
-Z/17a/640/6	πρὸϲ τὴν καλουμένην κατοχὴν ὑπὸ τῶν περὶ τὸν <Ἀρχιγένην> τε 
-Z/17a/640/7	καὶ <Φίλιππον>, οὐ μὴν <〈τὸ〉 μετ' ἀγρυπνίαϲ>, ὃ ταύτῃ <τῇ γυ-
-Z/17a/640/8	ναικὶ> γενέϲθαι φηϲὶν ἐν ἀρχῇ τοῦ νοϲήματοϲ, οὐ καθ' ὃν χρόνον ὁ 
-Z/17a/640/9	ὀφθαλμὸϲ παρεϲπάϲθη. θαυμάϲαι δ' ἔϲτι καὶ τοῦτο τῶν ἀμφοτέραϲ τὰϲ 
-Z/17a/640/10	ῥήϲειϲ γραψάντων ἐν ἐξηγήϲει τῆϲ προκειμένηϲ ἀρρώϲτου καὶ τὴν 
-Z/17a/640/11	λέγουϲαν “κοιλίηϲ περίπλυϲιϲ ἐξέρυθροϲ” καὶ τὴν “διαχωρήμαϲιν ὑδα-
-Z/17a/640/12	τοχόλοιϲιν”. οὐδετέραν μὲν γὰρ αὐτῶν ἔγραψεν ὁ <Ἱπποκράτηϲ> ἐπὶ 
-Z/17a/640/13	τῆϲ γυναικὸϲ ταύτηϲ, οἳ δ' ὡϲ ἀμφοτέραϲ γράψαντοϲ ἐξηγοῦνται, πρὸϲ 
-Z/17a/640/14	τῷ μηδὲ δύναϲθαι τὴν αὐτὴν διαχώρηϲιν ἐξέρυθρόν τε καὶ ὑδατό-
-Z/17a/640/15	χολον εἶναι. 
-Z/17a/640/16	  παρατίθενται δὲ καὶ ἄλλαϲ πολλὰϲ ῥήϲειϲ, δι' ἀλλήλων ἐξηγού-
-Z/17a/640/17	μενοι τό τε Προρρητικὸν καὶ τοὺϲ ἐν ταῖϲ Ἐπιδημίαιϲ ἀρρώϲτουϲ. 
-Z/17a/641/1	ἀλλὰ πάντ' ἐξελέγχειν, ὅϲα κακῶϲ ἔγρα|ψαν, οὐ καιρόϲ, εἰρημένηϲ γε 
-Z/17a/641/2	ϲαφῶϲ τε ἅμα καὶ τελέωϲ ἡμῖν ἐν τοῖϲ εἰϲ τὸ Προρρητικὸν ὑπομνή-
-Z/17a/641/3	μαϲι τῆϲ μοχθηρίαϲ τῶν τοιούτων ἐξηγήϲεων. 
-Z/17a/641/3	 
-Z/17a/641/4	  <φρενῖτιϲ.> 
-Z/17a/641/4	 
-Z/17a/641/5	  Καὶ τοῦτο τῶν προϲγεγραμμένων ἐϲτίν, ὥϲπερ καὶ τὸ “καῦϲοϲ” 
-Z/17a/641/6	ἔμπροϲθεν οὐκ ἐν ἅπαϲιν ὂν τοῖϲ ἀντιγράφοιϲ. οὔτε γὰρ ἐπ' ἄλλου  
-Z/17a/641/7	τινὸϲ ἀρρώϲτου τοιοῦτόν τι προϲέγραψεν, οὔτε προὔκειτο νῦν αὐτῷ 
-Z/17a/641/8	διαγνώϲειϲ γράφειν νοϲημάτων, ὡϲ ἐν τοῖϲ Περὶ νούϲων ἐπιγεγραμ-
-Z/17a/641/9	μένοιϲ ἔϲτιν εὑρεῖν, 〈ἀλλὰ〉 καὶ ἄλλωϲ ἄτοπόν ἐϲτι μηδεμίαν ἔχον 
-Z/17a/641/10	ἀκολουθίαν. 
-Z/17a/641/10	 
-Z/17a/641/11	  <Δωδέκατοϲ ἄρρωϲτοϲ. Γυναῖκα, 
-Z/17a/641/12	ἣ κατέκειτο ἐπὶ ψευδέων ἀγορῇ, τεκοῦϲάν γε τὸ πρῶτον 
-Z/17a/641/13	ἐπιπόνωϲ ἄρϲεν πῦρ ἔλαβεν. αὐτίκα ἀρχομένη διψώδηϲ, 
-Z/17a/641/14	ἀϲώδηϲ, καρδίην ὑπήλγει, γλῶϲϲα ἐπίξηροϲ, κοιλίη ἐπε-
-Z/17a/641/15	ταράχθη λεπτοῖϲιν ὀλίγοιϲιν, οὐχ ὕπνωϲεν. δευτέρῃ 
-Z/17a/641/16	ϲμικρὰ ἐπερρίγωϲε, πυρετὸϲ ὀξύϲ, ϲμικρὰ περὶ κεφαλὴν 
-Z/17a/642/1	ἵδρωϲε ψυχρῷ. τρίτῃ ἐπιπόνωϲ· ἀπὸ κοιλίηϲ ὠμά, | λεπτὰ 
-Z/17a/642/2	πολλὰ διῄει. τετάρτῃ ἐπερρίγωϲε, πάντα παρωξύνθη· 
-Z/17a/642/3	ἄγρυπνοϲ. πέμπτῃ ἐπιπόνωϲ. ἕκτῃ διὰ τῶν αὐτῶν· ἀπὸ 
-Z/17a/642/4	κοιλίηϲ ἦλθεν ὑγρὰ πολλά. ἑβδόμῃ ἐπερρίγωϲε, πυρετὸϲ 
-Z/17a/642/5	ὀξύϲ, δίψα, πολὺϲ βληϲτριϲμόϲ, περὶ δείλην ἵδρωϲε δι' 
-Z/17a/642/6	ὅλου ψυχρῷ, ψῦξιϲ ἀκρέων καὶ οὐκέτι ἀνεθερμαίνετο 
-Z/17a/642/7	καὶ πάλιν ἐϲ νύκτα ἐπερρίγωϲεν, ἄκρεα οὐκ ἀνεθερμαί-
-Z/17a/642/8	νετο, οὐχ ὕπνωϲε, ϲμικρὰ παρέκρουϲε, καὶ πάλιν ταχὺ 
-Z/17a/642/9	κατενόει. ὀγδόῃ περὶ μέϲον ἡμέρηϲ ἀνεθερμάνθη, διψώ-
-Z/17a/642/10	δηϲ, κωματώδηϲ, ἀϲώδηϲ, ἤμεϲε χολώδεα, ϲμικρὰ ξανθά. 
-Z/17a/642/11	νύκτα δυϲφόρωϲ, οὐκ ἐκοιμήθη, οὔρηϲε πολὺ ἀθρόον οὐκ 
-Z/17a/642/12	εἰδυῖα. ἐνάτῃ ξυνέδωκε πάντα, κωματώδηϲ. πρὸϲ δείλην 
-Z/17a/642/13	ϲμικρὰ ἐπερρίγωϲεν, ἤμεϲε ϲμικρὰ χολώδεα. δεκάτῃ ῥῖγοϲ, 
-Z/17a/642/14	πυρετὸϲ παρωξύνθη, οὐχ ὕπνωϲεν οὐδέν· πρωὶ οὔρηϲε  
-Z/17a/642/15	πολὺ ὑπόϲταϲιν οὐκ ἔχον, ἄκρεα ἀνεθερμάνθη. ἑνδεκάτῃ 
-Z/17a/642/16	ἤμεϲε χολώδεα ἰώδεα, ἐπερρίγωϲεν οὐ μετὰ πολύ, καὶ 
-Z/17a/642/17	πάλιν ἄκρεα ψυχρά. ἐϲ δείλην ῥῖγοϲ, ἱδρὼϲ ψυχρόϲ, 
-Z/17a/642/18	ἤμεϲε πολλά, νύκτα ἐπιπόνωϲ. δωδεκάτῃ ἤμεϲε πολλὰ | 
[0057]  [090]  []  []

-Z/17a/643/1	μέλανα δυϲώδεα, λυγμὸϲ πολύϲ, δίψοϲ ἐπιπόνωϲ. τριϲ-
-Z/17a/643/2	καιδεκάτῃ μέλανα δυϲώδεα πολλὰ ἤμεϲε, ῥῖγοϲ· περὶ 
-Z/17a/643/3	δὲ μέϲον ἡμέρηϲ ἄφωνοϲ. τεϲϲαρεϲκαιδεκάτῃ αἷμα διὰ 
-Z/17a/643/4	ῥινῶν, ἀπέθανε. ταύτῃ διὰ τέλεοϲ κοιλίη ὑγρή, φρικώ-
-Z/17a/643/5	δηϲ, ἡλικίῃ περὶ ἔτεα ἑπτὰ καὶ δέκα.> 
-Z/17a/643/5	 
-Z/17a/643/6	  Εἴτ' <Ἀθήνηϲιν> ἐν τῇ τῶν <Κερκώπων ἀγορᾷ> κατέκειτο τοῦτο 
-Z/17a/643/7	τὸ <γύναιον> εἴτ' ἐν ἄλλῃ πόλει, ζητεῖν ἑτέροιϲ παρέντεϲ ϲκεψώμεθα 
-Z/17a/643/8	τὰ ϲυμβάντα δι' ὅλου τοῦ νοϲήματοϲ, ἐφ' οἷϲ ἀδύνατον ἦν αὐτὴν ζῆ-
-Z/17a/643/9	ϲαι. πάντα γὰρ ἀπ' ἀρχῆϲ ἦν θανάϲιμα. καὶ μᾶλλον ἄν τιϲ θαυμάϲειε, 
-Z/17a/643/10	πῶϲ ἐξήρκεϲε μέχρι τῆϲ <τεϲϲαρεϲκαιδεκάτηϲ> ἡμέραϲ. ἀλλά μοι 
-Z/17a/643/11	δοκεῖ διὰ τοῦτο ἐπὶ τῷ τέλει τῶν κατ' αὐτὴν προϲθεῖναι τὸ <ἡλικίῃ 
-Z/17a/643/12	περὶ ἔτεα ἑπτὰ καὶ δέκα>. [εἶχε μὲν οὖν καὶ τὴν ἡλικίαν νεάζου-
-Z/17a/643/13	ϲαν καὶ διὰ τοῦτο ἴϲχουϲαν· ἦν γάρ, φηϲίν, ἐτῶν <ἑπτὰ καὶ δέκα>.] 
-Z/17a/643/14	δῆλον δὲ ὅτι πρὸϲ τῷ τῆϲ <ἡλικίαϲ> ἰϲχυρῷ καὶ αὐτὴ καθ' ἑαυτὴν 
-Z/17a/643/15	οὐκ ἀϲθενῆ τὴν φύϲιν εἶχεν, ἢ οὐκ ἂν ἐξήρκεϲεν. ὅπου γὰρ οὔτ' 
-Z/17a/644/1	ἄλλο τι τῶν γενομένων αὐτῇ χρη|ϲτὸν ἦν εὐθέωϲ τε κατὰ τὴν <δευ-
-Z/17a/644/2	τέραν ἐπιρριγώϲαϲα μικρὰ> καὶ <ὀξέωϲ πυρέξαϲα περὶ> τὴν 
-Z/17a/644/3	<κεφαλὴν ἵδρωϲεν> ὀλίγον <ψυχρόν>, εἶτα πάλιν ἐν τῇ <τετάρτῃ 
-Z/17a/644/4	πάντα παρωξύνθη> καὶ κατὰ τὴν <ἑβδόμην> αὖθιϲ <ἐπερρίγωϲεν> 
-Z/17a/644/5	[γλῶϲϲά τε ξηρὰ] καὶ <ὀξέωϲ πυρέξαϲα> πρὸϲ τῷ ϲχεῖν <ἄκρεα 
-Z/17a/644/6	ψυχρὰ> καὶ τὸ <μηκέτ' ἀναθερμαίνεϲθαι> ταῦτα προϲέλαβεν, πῶϲ 
-Z/17a/644/7	οὐκ ἐχρῆν αὐτὴν <ἀποθανεῖν> πάντωϲ ἤτοι κατὰ τὴν ἐνάτην ἢ κατὰ 
-Z/17a/644/8	τὴν ἑνδεκάτην ἡμέραν; ἐπέζηϲεν οὖν ἄχρι τῆϲ <τεϲϲαρεϲκαιδεκά- 
-Z/17a/644/9	τηϲ> ἡμέραϲ διά τε τὴν <ἡλικίαν> καὶ τὴν ἰϲχὺν τῆϲ φύϲεωϲ, ἥτιϲ τὴν 
-Z/17a/644/10	αὐτὴν ῥώμην ἐνεδείξατο κἀν τῷ τῇ <τεϲϲαρεϲκαιδεκάτῃ> ἡμέρᾳ 
-Z/17a/644/11	ποιῆϲαι τὴν <αἱμορραγίαν>. ἀλλὰ γὰρ οὐκ ἔμελλεν ἰάϲεϲθαι τὴν νό-
-Z/17a/644/12	ϲον οὖϲαν μεγίϲτην ἡ κένωϲιϲ τοῦ αἵματοϲ. ἐνεδείξατο δὲ τὸ μέγεθοϲ 
-Z/17a/644/13	αὐτῆϲ πρὸϲ τοῖϲ ἄλλοιϲ ϲυμπτώμαϲι καὶ <ἡ δυϲωδία τῶν ἐμεθέν-
-Z/17a/644/14	των μελάνων>· ἀεὶ γὰρ ὀλέθρια τὰ <δυϲώδη>, καθότι καὶ αὐτὸϲ ἐν 
-Z/17a/644/15	Προγνωϲτικῷ φηϲι· “πᾶϲαί τε αἱ ὑπόϲαπροι καὶ δυϲώδεεϲ ὀδ-
-Z/17a/644/16	μαὶ κακαὶ ἐπὶ πᾶϲι τοῖϲ ἐμουμένοιϲι.” 
-Z/17a/645/1	  τὸ δ' ἐπὶ | τῷ τέλει προϲγεγραμμένον <καῦϲοϲ> ὁμοίαν ἀτοπίαν 
-Z/17a/645/2	ἔχει τῷ κατὰ τὴν πρὸ ταύτηϲ ἄρρωϲτον ἐπὶ τέλει γεγραμμένῳ “φρε-
-Z/17a/645/3	νῖτιϲ”.  
-Z/17a/646/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/646/t2	ΕΙΣ ΤΟ ΤΡΙΤΟΝ ΒΙΒΛΙΟΝ ΤΩΝ ΕΠΙΔΗΜΙΩΝ 
-Z/17a/646/t3	  ΙΠΠΟΚΡΑΤΟΥΣ ΥΠΟΜΝΗΜΑ ΤΡΙΤΟΝ} 
-Z/17a/646/t3	 
-Z/17a/646/1	  Λοιμώδη κατάϲταϲιν ἐνταῦθα γράφοντοϲ <Ἱπποκράτουϲ>, ὅϲα 
-Z/17a/646/2	πρὸϲ τὴν ἐξήγηϲιν ὧν ἐρεῖν μέλλει χρήϲιμά ἐϲτιν ἐν τοῖϲ ἔμπροϲθεν 
-Z/17a/646/3	ὑφ' ἡμῶν ἐξηγηθεῖϲι διὰ κεφαλαίων ὑπομνήϲαϲ, οὕτωϲ ἐπὶ τὰϲ ῥήϲειϲ 
-Z/17a/646/4	αὐτοῦ παραγενήϲομαι. πρῶτον μὲν οὖν ὅτι κατάϲταϲιν οὐ μόνον τὴν 
-Z/17a/646/5	παρὰ φύϲιν ἐν τῷ περιέχοντι κρᾶϲιν, ἀλλὰ καὶ πᾶϲαν ἰδέαν ἅπαντοϲ 
-Z/17a/646/6	πράγματοϲ οὕτωϲ εἴωθεν ὀνομάζειν ἀναμνηϲθῶμεν· εἶθ' ὅτι κατὰ φύ-
-Z/17a/647/1	ϲιν ἐϲτί τιϲ ἑκάϲτῃ κρᾶϲιϲ τῶν ὡρῶν· | εἶθ' ὅτι διὰ τὴν εἰϲ τὸ παρὰ 
-Z/17a/647/2	φύϲιν ἐκτροπὴν αὐτῶν ἐν τοῖϲ ϲώμαϲιν ἡμῶν γίγνεται τὰ νοϲήματα. 
-Z/17a/647/3	ϲὺν τούτοιϲ δ' ἀναμνηϲθῶμεν ὧν ἐν τοῖϲ Ἀφοριϲμοῖϲ ἔγραψεν <αὐτὸϲ> 
-Z/17a/647/4	λέγων ὧδε· “τῶν δὲ καταϲτάϲεων τοῦ ἐνιαυτοῦ τὸ μὲν ὅλον οἱ αὐχμοὶ 
-Z/17a/647/5	τῶν ἐπομβριῶν 〈εἰϲιν〉 ὑγιεινότεροι καὶ ἧϲϲον θανατώδεεϲ. νοϲήματα 
-Z/17a/647/6	δὲ ἐν μὲν τῇϲιν ἐπομβρίῃϲιν ὡϲ τὰ πολλὰ γίνεται πυρετοί τε μακροὶ 
-Z/17a/647/7	καὶ κοιλίηϲ ῥύϲιεϲ καὶ ϲηπεδόνεϲ.” ἀναμνηϲθῶμεν δὲ καὶ ὧν εἰϲ τὴν  
-Z/17a/647/8	ἀρχὴν τοῦ δευτέρου τῶν Ἐπιδημιῶν ἐξηγούμενοϲ ἔγραψα. 〈μὴ〉 μεμνη-
-Z/17a/647/9	μένοϲ δέ τιϲ ὧν εἶπον 〈αὖθιϲ〉 ἀναγνοὺϲ ἐπιμελῶϲ αὐτὰ πρὸϲ τὴν τῶν 
-Z/17a/647/10	νῦν προκειμένων ἐξήγηϲιν ἀφικνείϲθω. 
-Z/17a/647/10	 
-Z/17a/647/11	  <Κατάϲταϲιϲ. Ἔτοϲ νότιον, ἔπομ-
-Z/17a/647/12	βρον, ἄπνοια διὰ τέλεοϲ.> 
-Z/17a/647/12	 
-Z/17a/647/13	  Ἐν μὲν τῷ πρώτῳ τῶν Ἐπιδημιῶν <καταϲτάϲειϲ> ἔγραψε τρεῖϲ, 
-Z/17a/647/14	ἐνταῦθα δὲ μίαν ταύτην, ἣν νῦν ἡμῖν ἐξηγεῖϲθαι πρόκειται. καὶ μέντοι 
-Z/17a/648/1	κἀν τῷ δευτέρῳ τῶν Ἐπιδημιῶν εἰϲί τινεϲ | ἄλλαι γεγραμμέναι. ἀλλ' 
-Z/17a/648/2	οὐ δοκεῖ πρὸϲ ἔκδοϲιν ἐκεῖνο καθάπερ τὸ πρῶτόν τε καὶ τὸ τρίτον 
-Z/17a/648/3	αὐτῷ πεποιῆϲθαι. οὐ μὴν οὐδὲ προγέγραπται τῆϲ διηγήϲεωϲ τῶν γε-
-Z/17a/648/4	νομένων εὐθὺϲ ἐν ἀρχῇ τὸ <κατάϲταϲιϲ> ἐν ἐκείνοιϲ τοῖϲ βιβλίοιϲ, 
-Z/17a/648/5	ἀλλ' ἄντικρυϲ ἄρχεται τῆϲ διηγήϲεωϲ τῶν ἱϲτορηθέντων αὐτῷ κατά τε 
-Z/17a/648/6	τὰ γενόμενα νοϲήματα καὶ τὴν τοῦ περιέχοντοϲ κρᾶϲιν. εὐθέωϲ γὰρ 
-Z/17a/648/7	〈ἐν τῇ ἀρχῇ τῆϲ πρώτηϲ καταϲτάϲεωϲ κατὰ τὸ πρῶτον τῶν Ἐπιδη-
-Z/17a/648/8	μιῶν γεγραμμένηϲ “<Ἐν Θάϲῳ>”,〉 φηϲί, “φθινοπώρου περὶ ἰϲημερίην 
-Z/17a/648/9	καὶ ὑπὸ πληιάδα ὕδατα πολλά, ξυνεχέα μαλθακῶϲ, ἐν νοτίοιϲιν”, 
-Z/17a/648/10	ἀνὰ λόγον δὲ καὶ τῶν ἑξῆϲ δυοῖν <καταϲτάϲεων> ἤρξατο. κατὰ δὲ 
-Z/17a/648/11	τὴν νῦν προκειμένην αὐτὸ μὲν τὸ τῆϲ <καταϲτάϲεωϲ> ὄνομα ϲχεδὸν 
-Z/17a/648/12	ἐν ἅπαϲιν εὕρηται τοῖϲ ἀντιγράφοιϲ, οὐ μὴν ἐν τίνι γε χώρᾳ ταῦτ'  
-Z/17a/648/13	ἐγένετο δηλοῦται. κοινοῦ γάρ τινοϲ ἔθνεϲι πολλοῖϲ γενομένου λοιμοῦ 
-Z/17a/648/14	τὴν διήγηϲιν ἐν τῇδε ποιεῖται. ἐν μέντοι τοῖϲ κατὰ <Διοϲκορίδην> 
-Z/17a/648/15	ἀντιγράφοιϲ οὐ μόνον ἁπλῶϲ οὕτωϲ γέγραπται <κατάϲταϲιϲ>, ἀλλὰ 
-Z/17a/648/16	πρόϲκειται τὸ “θερμὴ καὶ ὑγρά” κατὰ τὸ μέϲον τῆϲ ϲελίδοϲ ὅλου τοῦ 
-Z/17a/648/17	γεγραμμένου, καθάπερ γε τῶν ἄλλων ἀντιγράφων εὑρίϲκεται 〈τὰ μὲν〉 
-Z/17a/648/18	πολλὰ μόνον πρόγραμμα τοῦτ' ἔχοντα τὸ <κατάϲταϲιϲ>, ἔνια δὲ μη-
-Z/17a/649/1	δὲν ὅλωϲ· | ἐξ ὧν ὑπονοήϲειεν ἄν τιϲ οὐκ αὐτὸν τὸν <Ἱπποκράτην> 
-Z/17a/649/2	προϲγεγραφέναι τὸ <κατάϲταϲιϲ>, ἀλλ' ἴϲωϲ ἐκείνουϲ, ὅϲοι καὶ τοὺϲ 
-Z/17a/649/3	χαρακτῆραϲ ἐπὶ τῷ τέλει τῶν κατὰ τοὺϲ ἀρρώϲτουϲ διηγήϲεων ἔγρα-
