
[0057]  [101]  []  []

-Z/18b/629/t1	{ΤΟ ΙΠΠΟΚΡΑΤΟΥΣ ΚΑΤ' ΙΗΤΡΕΙΟΝ 
-Z/18b/778/6	πεσόντα καὶ δῆλόν ἐστιν, ὥσπερ ἐξ ἄλλων τινῶν, οὕτω κἀκ 
-Z/18b/778/7	ταύτης τῆς λέξεως, ἔν τε τοῖς κατ' ἀληθείας μὲν οἷς τὸ 
-Z/18b/778/8	βιβλίον τοῦτο πρὶν ἐκδοθῆναι, καὶ διὰ τοῦτο τὰ μὲν αὐτοῦ 
-Z/18b/778/9	τοῦ γράψαντος αὐτὸ παρὰ γράμματος ἑνὸς ἢ δυοῖν ἀφαίρεσιν 
-Z/18b/778/10	ἢ πρόθεσιν ἢ ὑπάλλαξιν ἁμαρτόντος, οἷα πολλὰ συγγρά-
-Z/18b/778/11	φουσι· τὰ δὲ ὑπὸ τοῦ πρώτου βιβλιογράφου διὰ τὸ τινὰ 
-Z/18b/778/12	μὲν ἀσαφέσι γράμμασι γεγραφότος αὐτοῦ τοῦ συνθέτου, οὐ 
-Z/18b/778/13	χεῖρον τἀσαφῶς, ἀλλὰ στοχασάμενον ὀρθῶς οὐδαμῶς ἁμαρ-
-Z/18b/778/14	τάνειν, τινὰ δὲ τοῦ χάρτου κοπέντος ἢ κατά τινα ἄλλην 
-Z/18b/778/15	περίστασιν ἀπολουμένου τοῦ γράμματος ἢ συγχυθέντος· ἴσως 
-Z/18b/778/16	δέ τινων καὶ κατὰ τὸν ὀνομασθέντα μεταγραμματισμὸν ἁμαρ-
-Z/18b/778/17	τηθέντων ἔκ τινων μεταβαλλόντων ἐκ τῆς παλαιᾶς γραφῆς 
-Z/18b/778/18	εἰς τὴν ὑστέραν γεγραμμένην πρὸς τοῦ παλαιοῦ, πλῆθος  
-Z/18b/779/1	ἁμαρτημάτων ἐκ τούτων ἁπάντων ἐν πολλοῖς τῶν ἀντιγρά-
-Z/18b/779/2	φων ἠθροίσθη. περὶ μὲν δὴ τούτων καὶ ἅπαξ ἀκούσαντα 
-Z/18b/779/3	μεμνῆσθαι προσήκει, μακρὸν γὰρ ἂν εἴη καθ' ἕκαστον τῶν 
-Z/18b/779/4	ἁμαρτημάτων λέγειν τὰ αὐτά. συγχωρήσαντες δὲ τὴν ἀνα-
-Z/18b/779/5	μάρτητον λέξιν εἶναι τοιάνδε, τὰ μέλλοντα ἀποπίπτειν κα-
-Z/18b/779/6	κίω ταχέως ἀποπεσόντα ζητήσομεν ἐπὶ τίνων εἴρηται, πό-
-Z/18b/779/7	τερον ἐπὶ μελῶν τινων τοῦ σώματος ἀποπίπτειν μελλόντων 
-Z/18b/779/8	ἢ τῶν ἐπιδέσμων ἢ τῶν ἐπιτιθεμένων τοῖς πεπονθόσι μέ-
-Z/18b/779/9	ρεσιν ἕνεκα τῆς ἰάσεως, ἅπερ ἐστὶ καταπλάσματα καὶ φάρ-
-Z/18b/779/10	μακα, μοτοὶ καὶ βρόχοι. παρὰ γὰρ τὰ τρία γένη ταῦτα 
-Z/18b/779/11	τοιοῦτον οὐδὲν φαίνεται δυνάμενον ἀποπίπτειν τῶν πασχόν-
-Z/18b/779/12	των σωμάτων· καὶ μέντοι καὶ λέλεκται τοῖς ἐξηγησαμένοις 
-Z/18b/779/13	τὸ βιβλίον ἕκαστον αὐτῶν, οὐ μόνον τὰ τρία. καίτοι γε εἴ-
-Z/18b/779/14	περ ἕκαστον ἔδοξεν εἶναί τινι πιθανὸν, ἐνεδέχετο καὶ πάντα 
-Z/18b/779/15	δόξαι· ἐμοὶ δὲ μοτοὶ μὲν ἢ μόνοι πολλάκις ἐντεθέντες, ὡς 
-Z/18b/779/16	ἐπὶ τῶν αἱμοῤῥαγιῶν ἢ καὶ φαρμάκοις τισὶ περαθέντες ἢ 
[0057]  [101]  []  []

-Z/18b/779/17	ἔξωθεν αὐτοῖς ἀντὶ κρίματος ἐπιβληθέντες οὐκ ἀλόγως 
-Z/18b/779/18	ἀκούεσθαι δοκοῦσιν ἐν τῇ προκειμένῃ ῥήσει. προσήκει γὰρ  
-Z/18b/780/1	αὐτοὺς ἀποπεσεῖν μὲν πάντως, οὐ μὴν ἀποπεσεῖν ταχέως, 
-Z/18b/780/2	ὥσπερ οὐδὲ τοὺς βρόχους, ἀλλ' ὅταν ἀκριβῶς ἐκπυήσαντος 
-Z/18b/780/3	τοῦ μορίου σὰρξ ἐπιτραφῇ τε καὶ περιτραφῇ τοῖς αἱμοῤῥα-
-Z/18b/780/4	γοῦσιν ἀγγείοις. ὡσαύτως δὲ καὶ τὰς ἀπὸ τῶν καυτηρίων 
-Z/18b/780/5	ἢ φαρμάκων καυστικῶν γενομένας ἐσχάρας, οὐ χρὴ ταχέως 
-Z/18b/780/6	ἀποπίπτειν, ἀλλὰ μετὰ πολλὰ φάρμακα τὰ μὲν ὑγρὰ σηπε-
-Z/18b/780/7	δονώδεσιν ἐκχεόμενα, τὰ δὲ ἐπιπαττόμενα ξηρὰ, τὰ δὲ κατὰ 
-Z/18b/780/8	σπληνικῶν ἢ ὑδερικῶν ἐπιτιθέμενα μεγάλως ὀνίνησιν, ὅταν 
-Z/18b/780/9	μὴ ταχέως ἀποπέσῃ· καὶ κατὰ ἄλλων δὲ μορίων καὶ δια-
-Z/18b/780/10	θέσεων ἐπιτιθέμενα φάρμακα τῶν ἐχεκόλλων ὀνομαζομένων 
-Z/18b/780/11	ὀνίνησι μεγάλως χρονίζοντα· καὶ γὰρ ἐπὶ καταγμάτων καὶ 
-Z/18b/780/12	μασχαλῶν ὀλισθημάτων συνεχῶς γιγνομένων, ἔτι δὲ ποδα-
-Z/18b/780/13	γρικῶν, ἰσχιαδικῶν τε καὶ νεφριτικῶν καὶ πάντων ἀρθριτι-
-Z/18b/780/14	κῶν, κεφαλαίας τε καὶ ἄλλων οὐκ ὀλίγων ἐπειράθημεν ὠφε-
-Z/18b/780/15	λούντων φαρμάκων, εἰ μὴ ταχέως ἀποπέσοι. τούτων δὲ 
-Z/18b/780/16	αὐτῶν ὅσα μὲν ἐχέκολλα καλεῖται, διὰ τὸ δυσαπολύτως 
-Z/18b/780/17	κεκολλῆσθαι καὶ τοῦ χρώματος ἔχεσθαι, οὐδεμιᾶς ἐπι- 
-Z/18b/781/1	δέσεως χρῄζει. τινὰ δὲ εἰ μὴ κρατοῖτο πρὸς τῶν ἐπιδέσμων 
-Z/18b/781/2	ἀποπίπτει, περὶ ὧν νῦν ὁ λόγος ἐστὶν αὐτῷ. φησὶν οὖν· τὰ 
-Z/18b/781/3	δὲ ὡς μήτε πιέζειν μήτε ἀποπίπτειν, ὡς εἰ καὶ οὕτως ἂν 
-Z/18b/781/4	εἶπεν· ὅσα δὲ μὴ συμφέρει φάρμακα ταχέως ἀποπεσεῖν, 
-Z/18b/781/5	ταῦτα ἐπιδεῖν οὕτως, ὡς πιέζεσθαι μὲν ὑπὸ τῆς ἐπιδέσεως 
-Z/18b/781/6	τὸ πεπονθὸς μόριον, ἀσφαλῶς δὲ κρατεῖσθαι τὸ μὴ ἀποπί-
-Z/18b/781/7	πτειν ἴσον δύναται. τὸ μὲν οὖν τῶν ἔξωθεν ἐπιτιθεμένων 
-Z/18b/781/8	αὐτάρκως ὁ λόγος ἐξίσταται. περὶ δὲ τῶν μερῶν τοῦ σώ-
-Z/18b/781/9	ματος ἐφεξῆς ἴδωμεν, εἰ κἀν τούτοις ἀληθές ἐστιν ὅσα 
-Z/18b/781/10	μέλλει πάντως ἀποπεσεῖσθαι, ταῦτα χρὴ μήτε ταχέως ἀπο-
-Z/18b/781/11	πεσεῖν. ἔνιοι γὰρ οἴονται ψευδῆ τὸν λόγον τοῦτον ὑπὸ τῶν 
-Z/18b/781/12	σεσηπότων ἐξαπατώμενοι μορίων, ἃ διὰ ταχέων ἐκκοπῆναι 
-Z/18b/781/13	προσήκει. τοῦτο μὲν ἀληθές ἐστιν αὐτὸ καθ' ἑαυτὸ λεγό-
-Z/18b/781/14	μενον, οὐ μὴν ἐκείνῳ γε μάχεται. διαφέρει γὰρ πάμπολυ 
-Z/18b/781/15	τοῦ μέλλειν τῷ δεῖσθαι τῶν ἐκκοψάντων αὐτό. πολλάκις 
-Z/18b/781/16	γὰρ ἀποσχίδες ὀστῶν καὶ λεπίδες ἀποπίπτουσιν 
-Z/18b/781/17	ἐν τῷ χρόνῳ καὶ βέλτιον αὐταῖς ἐστιν ὑπὸ τῆς φύσεως 
-Z/18b/781/18	ὠθουμένοις κατὰ βραχὺ τὴν ἔκπτωσιν ἔχειν ἐν χρόνῳ, οὐ  
-Z/18b/782/1	διὰ φαρμάκων ἐρεθισθεῖσιν ἢ δι' ὀργάνων ἐκλυθεῖσιν. ὅσα 
-Z/18b/782/2	γὰρ ὑπὸ βίας ἀθρόως ὑποσπᾶται, συριγγώδεις ἐργάζεται 
-Z/18b/782/3	κοιλότητας, ὅσα δὲ ὑποφυούσης ἤτοι πωροειδοῦς τινος ἢ 
-Z/18b/782/4	σαρκὸς ἐκπεσόντων, τῆς ἐκπτώσεως δεομένων εὐθέως φαίνε-
-Z/18b/782/5	ται πλήρη καὶ διὰ ταχέων ἐπουλοῦνται προσαχθέντος αὐ-
-Z/18b/782/6	τοῖς, μετρίως ξηραίνοντος καὶ στύφοντος φαρμάκου. καὶ 
-Z/18b/782/7	νευρώδη δέ τινα καὶ ὑμενώδη σώματα πολλάκις ἐκπίπτει, 
-Z/18b/782/8	διαπυΐσκοντα μὲν ἀκινδύνως ἐν χρόνῳ πλείονι κατὰ βραχὺ, 
-Z/18b/782/9	βιασθέντα δὲ ὑπὸ φαρμάκων βιαίων, ἤγουν δριμέων ἢ δι' 
-Z/18b/782/10	ὀργάνου τινὸς ἢ διὰ τῶν ἡμετέρων δακτύλων ἀποσπασθέντα 
-Z/18b/782/11	συμπαθείας ἐπάγεται τῶν ὑπολειπομένων μορίων καὶ φλε-
-Z/18b/782/12	γμῆναι καὶ πυρέξαι καὶ παραφρονῆσαι καὶ σπασθῆναι. ἐπὶ 
-Z/18b/782/13	τὸ λοιπὸν μὲν οὖν ἤδη καὶ τρίτον ἀφικόμεθα γένος τῶν 
-Z/18b/782/14	λεγομένων ἀποπίπτειν, ὅπερ ἐστὶν ὡς ᾠήθησάν τινες, οἱ ἐπί-
-Z/18b/782/15	δεσμοι. τούτους οὖν φασιν, ὅταν ὦσι χαλαροὶ καὶ μέλλωσι 
-Z/18b/782/16	πάντως ἀποπίπτειν, ἄμεινον ἐν πλείονι χρόνῳ τὴν ἀπό-
-Z/18b/782/17	πτωσιν ἔχειν, ἀλλ' ἔστι τοῦτο ψευδές. ἄμεινον οὐ κατὰ 
-Z/18b/782/18	χρόνον ἀποπεσεῖν κακῶς περιβεβλημένα τοῖς πεπονθόσι μο- 
-Z/18b/783/1	ρίοις, ἀλλ' ὅτι τάχιστα· μᾶλλον δὲ οὐδὲ ἀναμένειν ἀποπε-
-Z/18b/783/2	σεῖν αὐτὰ προσῆκεν, ἀλλ' αὐτὸν ἐν τάχει λύσαντα τὴν ἐπί-
-Z/18b/783/3	δεσιν αὖθις ἐπιδῆσαι συμμέτρως, ὅθεν ἔνιοι τῶν οὕτως 
-Z/18b/783/4	ἐξηγησαμένων ὁμολογοῦσι μὲν ἄμεινον ταχέως ἀποπεσεῖν 
-Z/18b/783/5	τοὺς χαλαροὺς ἐπιδέσμους. ἐλλιπὲς δὲ καὶ οὕτως ἐστὶ τὸ 
-Z/18b/783/6	λεγόμενον, εἰ μὴ πρὸς αὐτῷ καὶ ἄλλο τι συνυπακούσειεν, 
-Z/18b/783/7	ὥστε γενέσθαι τὴν ὅλην ῥῆσιν τοιάνδε. τὰ μέλλοντα ἀπο-
-Z/18b/783/8	πίπτειν, κακίω τῶν ταχέως ἀποπεσόντων, τὰ χρόνῳ πλέονι 
-Z/18b/783/9	συγκείμενα. συγχωρηθέντος δὲ καὶ τούτου τοῦ ἀποπίπτειν 
-Z/18b/783/10	οὐ πιθανὸν ἐπὶ τῶν ἄλλων ἐπιδέσμων εἰρῆσθαι. τίς γὰρ 
-Z/18b/783/11	ἀναμένει χρόνον τοσοῦτον ἐν μέλλουσιν ἀποπίπτειν αὐτο-
-Z/18b/783/12	μάτοις, δυνάμενος ἐν τάχει λῦσαι καὶ ἐπιδῆσαι καλῶς; 
-Z/18b/783/13	ἕτεροι δὲ ἐπὶ τοὐναντίον ἐκτραπέντες ἀληθῆ μὲν εἶπον λό-
-Z/18b/783/14	γον, ἐξηγήσαντο δὲ βιαίως τὴν λέξιν. πῶς γὰρ οὐδὲ βίαιόν 
-Z/18b/783/15	ἐστιν οὕτως ἀκοῦσαι, τὰ δὲ μέλλοντα ἀποπίπτειν κακίω μέν 
-Z/18b/783/16	ἐστι τῶν μὴ ἀποπιπτόντων. ἄμεινον δ' αὐτοῖς ταχέως 
-Z/18b/783/17	ἀποπεσεῖν, ἵνα περιγράψαντες ἐν μιᾷ διανοίᾳ τὸ πρότερον 
-Z/18b/783/18	μέρος τῆς ῥήσεως ἄχρι τοῦ τὰ μέλλοντα ἀποπίπτειν κακίω,  
-Z/18b/784/1	πάλιν δ' ἀφ' ἑτέρας ἀρχῆς ἀναγνῶμεν τὸ διὰ ταχέως ἀπο-
-Z/18b/784/2	πεσόντων, ὅπερ ἐστὶ ταχέως ἀποπεσέτω. βιαίως δὲ, 
-Z/18b/784/3	ὡς ἔφην, ἡ ἐξήγησις αὕτη κατὰ τὸ καλούμενον σύναρθρον 
-Z/18b/784/4	εἶδος τῆς ἑρμηνείας, μεμνημένοι μετὰ τοῦ καὶ ψεῦδος εἶναι 
-Z/18b/784/5	τὸ λεγόμενον ἐν τῷ καθόλου, τὰ δὲ μέλλοντα ἀποπίπτειν 
-Z/18b/784/6	κακίω. πολλὰ γὰρ ἐπ' ἀγαθῷ ἀπόπτωσιν ἔχει. βέλτιον 
-Z/18b/784/7	οὖν ἐστιν, ὡς ἔφην, ἀκούειν ἐπί τε τῶν ἔξωθεν ἐπιτιθεμέ-
-Z/18b/784/8	νων καὶ τῶν πάντων ἀποπεσουμένων μορίων εἰρῆσθαι τὸν 
-Z/18b/784/9	λόγον, ἀποχωρίσαντα ἐπιδέσμου καὶ τῆς ὑστάτης ἄρτι λελε-
-Z/18b/784/10	γμένης ἐξηγήσεως. 
-Z/18b/784/11	          — — — 
-Z/18b/784/12	            κδʹ. 
-Z/18b/784/13	Ὧν δὲ ἔχεται ἐπίδεσις ἢ ὑπόδεσις ἢ ἀμφότερα. 
-Z/18b/784/14	          — — — 
-Z/18b/784/15	    Προσυπακοῦσαι δεῖ τὰ δέ ἐστιν, εἶτα ἑξῆς ἀναγινώ-
-Z/18b/784/16	σκειν, ὑπόδεσις μὲν αἰτίη ἀφεστεῶτα προστεῖλαι, καὶ τὰ 
-Z/18b/784/17	ἄλλα τὰ τούτων ἐφεξῆς. κέχρηται δὲ τῷ ἔχεται ῥήματι 
-Z/18b/784/18	σημαίνων δι' αὐτοῦ τὸ οἷον ἐφίεται καὶ ἀντιποιεῖται καὶ  
-Z/18b/785/1	στοχάζεται. ἅπερ αὖ ἅπαντα δυνάμει ταὐτὸν δηλοῖ τῷ 
-Z/18b/785/2	τίνες αἱ δυνάμεις εἰσὶ τῆς ἐπιδέσεως καὶ τίνα τὰ ἔργα. λέγω 
-Z/18b/785/3	δὲ ἔργα νῦν οὐ τὰς ἐνεργείας, ἀλλὰ τὰ ἀποτελέσματα. κα-
-Z/18b/785/4	θάπερ οἰκοδόμου μὲν ἔργον ᾖ, οἰκία, τέκτονος δὲ σκιμπόδιον, 
-Z/18b/785/5	ὑφάντου δὲ ἱμάτιον. ἐπὶ δὲ τῆς ἐπιδέσεως καὶ μάλιστα 
-Z/18b/785/6	τῆς καταγματικῆς οἱ μὲν πρὸ τῶν σπληνῶν ἐπίδεσμοι πα-
-Z/18b/785/7	ραλαμβανόμενοι δύο, ἕτεροι δὲ μετὰ τοὺς σπλῆνας. ἴδιον 
-Z/18b/785/8	οὖν ὄνομα κατὰ τῶν πρώτων δυοῖν Ἱπποκράτης ἔθετο τὰς 
-Z/18b/785/9	ὑποδεσμίδας, αὐτήν τε τὴν ὑπ' αὐτῶν γιγνομένην ἐπίδεσιν 
-Z/18b/785/10	ὑπόδεσιν ἐκάλεσεν. ἐφεξῆς ἀκούσωμεν αὐτοῦ λέγοντος ὅσα 
-Z/18b/785/11	δύναται ποιεῖν ἥ τε ἰδίως ὑπόδεσις ὀνομαζομένη καὶ κοι-
-Z/18b/785/12	νῶς ἐπίδεσις. ἔδει μὲν δὴ κατὰ τὴν προτέραν ῥῆσιν εἰρῆ-
-Z/18b/785/13	σθαι, τίνων ἕνεκεν ἡ ἐπίδεσις ὑπὸ τῶν ἰατρῶν γίγνεται, 
-Z/18b/785/14	καθάπερ ἐν ἀρχῇ διαιρεῖται, τὰ μὲν αὐτῆς ἰᾶσθαι λέγων, 
-Z/18b/785/15	τὰ δὲ τοῖς ἰωμένοις ὑπηρετεῖν. καὶ ταῦτα πῶς γιγνομένη 
-Z/18b/785/16	τῶν εἰρημένων ἕκαστον ἰάσεται· πρὸς γὰρ τὸν σκοπὸν τῆς 
-Z/18b/785/17	ἰάσεως ἀποβλέποντες ἐξευρήσομεν τὴν προσήκουσαν ἐπίδε-
-Z/18b/785/18	σιν, αὐτὸν δὲ τὸν σκοπὸν ἐνδείξεται τὸ θεραπευόμενον πά- 
-Z/18b/786/1	θος· οὐ μὴν ὁ Ἱπποκράτης οὕτως ἔγραψεν, ἀλλὰ περὶ τῆς 
-Z/18b/786/2	ἐπιδέσεως, ὁποίαν χρὴ γίνεσθαι διελθὼν ἄχρι νῦν, ἐπί τε 
-Z/18b/786/3	τὰ ἔργα καὶ τὴν δύναμιν αὐτῆς ἧκεν. 
-Z/18b/786/4	          — — — 
-Z/18b/786/5	            κεʹ. 
-Z/18b/786/6	Ὑπόδεσις μὲν αἰτίη, ὥστε ἢ ἀφεστεῶτα προστεῖλαι 
-Z/18b/786/7	  ἢ ἐκπεπταμένα συστεῖλαι ἢ ξυνεσταλμένα διαστεῖλαι ἢ 
-Z/18b/786/8	  διεστρομμένα διορθῶσαι ἢ τἀναντία. 
-Z/18b/786/9	          — — — 
-Z/18b/786/10	    Ἀφεστεῶτα πάντα καλεῖ νῦν ὅσα κατὰ φύσιν μὲν 
-Z/18b/786/11	ἔχοντος σώματος ἥνωτό τισι μορίοις ἑτέροις ἢ ἐπέψαυσεν 
-Z/18b/786/12	αὐτῶν. ἐν δὲ τῷ παρὰ φύσιν ἔχειν οὐκέτι φυλάττει τὴν 
-Z/18b/786/13	ἕνωσιν καὶ τὴν ψαῦσιν· ἕνωσις μὲν γὰρ ἅπασι καὶ κατά-
-Z/18b/786/14	γμασιν, ἕλκεσί τε καὶ ῥήγμασι καὶ θλάσμασι διαφέρει. ψαῦ-
-Z/18b/786/15	σις δὲ ἐν ἀποστήμασι καὶ κόλποις, ἐμφυσήμασί τε καὶ οἰ-
-Z/18b/786/16	δήμασιν. ἐκπεπταμένα δὲ καλεῖ τὰ πλείστην διάθεσιν ἀπ' 
-Z/18b/786/17	ἀλλήλων ἔχοντα, γίνεται δὲ αὐτὸ κατὰ διττὸν τρόπον, ἤτοι 
