
[0057]  [077]  []  []

-Z/13/362/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΣΥΝΘΕΣΕΩΣ ΦΑΡΜΑΚΩΝ 
-Z/13/746/4	κύνα καύμασιν, ἐν ἡλίῳ τρίβων πάντα ὁμοῦ σὺν τῷ ὄξει. 
-Z/13/746/5	τὴν δ' ἰχθυοκόλλαν λεπτὰ ποιήσας βρέχε σὺν ὀλίγῳ ὄξει 
-Z/13/746/6	ἐν ὑελίνῳ ἀγγείῳ, εἶτα μίξας τοῖς ἐν τῇ θυείᾳ ἀνάπλαττε 
-Z/13/746/7	τροχίσκους ἀνὰ ὁλκὰς ἄγοντας τέσσαρας, οὓς δὲ ὀκτὼ καὶ 
-Z/13/746/8	ξήραινε. ἐπὶ δὲ τῆς χρήσεως τοῦ φαρμάκου μέρος ἓν πρὸς 
-Z/13/746/9	τρία κηρωτῆς σκευασθείσης διὰ ῥοδίνου, ἐπὶ δὲ τῶν σπλη-
-Z/13/746/10	νίων ἐπιῤῥίπτει ἔρια οἰσυπηρὰ βεβρεγμένα ὄξει, ἐπὶ συρίγ-
-Z/13/746/11	γων πρὸς μέρος ἓν φαρμάκου, κηρωτῆς ῥοδίνης μέρη βʹ. 
-Z/13/746/12	ποιῶν κολλύρια ἐντίθει. ἡ διὰ τῶν βοτανῶν, ὡς Λεύκιος ὁ 
-Z/13/746/13	Καθηγητής. ♃ ἀναγαλλίδος τῆς τὸ κυάνεον ἄνθος ἐχούσης 
-Z/13/746/14	𐅻 νστʹ. μήκωνος ἀγρίας 𐅻 νστʹ. ὑοσκυάμου χλωροῦ τῶν 
-Z/13/746/15	φύλλων καὶ πράσων χλωρῶν ἀνὰ 𐅻 νστʹ. λεπίδος χαλ-
-Z/13/746/16	κοῦ 𐅻 κεʹ. μάννης 𐅻 κʹ. ῥητίνης πιτυΐνης ξηρᾶς 𐅻 ιστʹ. 
-Z/13/746/17	ἀλόης 𐅻 στʹ. στυπτηρίας σχιστῆς 𐅻 δʹ. καὶ στρογγύλης 𐅻 δʹ. 
-Z/13/746/18	ἁλὸς ἀμμωνιακοῦ 𐅻 δʹ. κηροῦ μνᾶν αʹ. ἐλαίου παλαιοῦ  
-Z/13/747/1	κο. βʹ. ὄξους τὸ ἱκανόν. τὰς βοτάνας κόψας ἐπιμελῶς καὶ 
-Z/13/747/2	ὄξει διαλύσας ἔκθλιβε τὸ ὑγρὸν πρὸς τὴν τοῦ φαρμάκου 
-Z/13/747/3	σκευασίαν. ἡ ἴσις κεφαλικὴ πρὸς τὰ χειρώνεια καὶ δυσαλθῆ. 
-Z/13/747/4	ἔστι δὲ καὶ ἔναιμος ἀγαθή. ♃ κηροῦ 𐅻 ρʹ. ῥητίνης κολο-
-Z/13/747/5	φωνιακῆς 𐅻 ςʹ. ἀμμωνιακοῦ θυμιάματος, λεπίδος χαλκοῦ, 
-Z/13/747/6	λιβανωτοῦ κεκαυμένου, ἀριστολοχίας λεπτῆς, ἰοῦ, ἁλὸς ἀμ-
-Z/13/747/7	μωνιακοῦ ἀνὰ 𐅻 ηʹ. χαλβάνης, μάννης, σμύρνης, ἀλόης 
-Z/13/747/8	ἀνὰ 𐅻 ιβʹ. στυπτηρίας στρογγύλης 𐅻 στʹ. ἐλαίου παλαιοῦ 
-Z/13/747/9	κο. αʹ. ὄξους τὸ ἱκανόν. σκεύαζε καὶ χρῶ ποτὲ μὲν ἀκράτῳ 
-Z/13/747/10	τῷ φαρμάκῳ ποτὲ δὲ ἀνιεμένῳ. 
-Z/13/747/11	  [Περὶ τῶν ὑπὸ τοῦ Ἥρα γεγραμμένων χρη-
-Z/13/747/12	σίμων ἐμπλάστρων εἰς τὰ δυσθεράπευτα τῶν ἑλκῶν.] Ἄλλας 
-Z/13/747/13	μέν τινας ἐμπλάστρους ἔγραψε πολυχρήστους, ἃς καὶ πρὸς 
-Z/13/747/14	τὰ δυσκατούλωτα καὶ κακοήθη φησὶν ἁρμόττειν. ἐξαιρέτως 
-Z/13/747/15	δὲ πρὸς ταῦτα μόνα διαφερούσης, ἐμνημόνευσε μιᾶς ὡδί πως 
-Z/13/747/16	γράψας αὐτοῖς ὀνόμασι περὶ αὐτῆς. ἡ Ὑγιεινοῦ αὐτοῦ πρὸς 
-Z/13/747/17	πολλὰ εὔχρους, ποιοῦσα ἐπὶ τῶν δυσεπουλώτων καὶ ἐπὶ 
-Z/13/747/18	παρωνυχιῶν, ταύτης καλλίων ἔμπλαστρος οὐκ ἔστι. ♃ λι- 
-Z/13/748/1	θαργύρου χρυσίτιδος μνᾶν αʹ. κηροῦ μνᾶν αʹ. χαμαιλέοντος 
-Z/13/748/2	μέλανος ῥίζης 𐅻 λστʹ. ἰοῦ ξυστοῦ 𐅻 ιηʹ. χρυσοκόλλης 𐅻 μʹ. 
-Z/13/748/3	ἐλαίου κο. γʹ. λιθάργυρον, ἔλαιον ἕψε μαλακῷ πυρὶ, ἕως 
-Z/13/748/4	ἄρξηται ἀναζεῖν, εἶτα ἔμπασσε τὸν ἰὸν, ἄρας ἀπὸ τοῦ πυ-
-Z/13/748/5	ρὸς καὶ κίνει πάλιν ἕψων, ἕως τὸ χρῶμα τὸ ἴδιον ἀπολάβῃ, 
-Z/13/748/6	εἶτα κηρὸν, ὅταν δὲ καλῶς ἔχῃ, χρυσοκόλλαν καὶ χαμαι-
-Z/13/748/7	λέοντα, κατεράσας δὲ εἰς θυείαν ὄξος ἐπίῤῥαινε. πρὸς μὲν 
-Z/13/748/8	τὰ προγεγραμμένα ποιεῖ καὶ τῆς χρυσοκόλλης παραπλεκομέ-
-Z/13/748/9	νης. χωρὶς μέντοι ταύτης παρηγορικωτάτη ἐστὶ καὶ ἄκρως 
-Z/13/748/10	ποιοῦσα πρὸς τὰ τῶν νεύρων νύγματα καὶ ὅπου τι ἀνα-
-Z/13/748/11	πλεῦσαι δεῖ ἀπὸ μυῶν ἢ νεύρων. καλῶς ἐποίησεν ὁ Ἥρας, 
-Z/13/748/12	ἐπὶ τῷ τέλει τοῦ περὶ τῆς ἐμπλάστρου λόγου, προσγράψας 
-Z/13/748/13	ὅτι μετὰ τῆς χρυσοκόλλης οὐκ ἔστι παρηγορικὴ, στυπτικὸν 
-Z/13/748/14	γὰρ ἔχει τι φάρμακον τοῦτο, χαλαστικῶν δὲ δεῖται τὰ παρη-
-Z/13/748/15	γορούμενα δι' ὀδύνην δηλονότι. παρηγορεῖσθαι γὰρ ἐν τούτῳ 
-Z/13/748/16	μόνον τὸ σύμπτωμα χρῄζει καὶ πολλάκις γε τὰ παρηγο-
-Z/13/748/17	ροῦντα τὴν ὀδυνώδη διάθεσιν αὐτὴν βλάπτει. ἀλλὰ πρὸς τὸ  
-Z/13/749/1	κατεπεῖγον ἱστάμενοι τὴν ὀδύνην πρῶτον πραΰνομεν, εἶθ' 
-Z/13/749/2	οὕτως ἐπὶ τὰ τὴν διάθεσιν ἰᾶσθαι δυνάμενα παραγινόμεθα. 
-Z/13/749/3	χρυσοκόλλα μὲν οὖν, ὡς καὶ πρόσθεν εἴρηται, τῶν θαυμα-
-Z/13/749/4	στῶς ἐστι τοιούντων φαρμάκων πρὸς τὰ δυσίατα τῶν ἑλ-
-Z/13/749/5	κῶν, ὥσπερ καὶ ἄλλα πολλὰ τῶν σφοδρῶς ξηραινόντων, ἅμα 
-Z/13/749/6	τῷ στυπτικόν τι ἔχειν, παρηγορικὸν δ' οὐδέν ἐστι τῶν τοι-
-Z/13/749/7	ούτων φαρμάκων. ἐπεὶ δὲ καὶ μνᾶς ἐμνημόνευσε καὶ κοτύ-
-Z/13/749/8	λης, λιθαργύρου μὲν μνᾶν αʹ. κελεύσας ἐμβαλεῖν, ἐλαίου 
-Z/13/749/9	δὲ κοτύλην, εἴρηται γάρ μοι καὶ διὰ τῶν ἔμπροσθεν ὑπο-
-Z/13/749/10	μνημάτων ἐνίους μὲν εἴκοσιν οὐγγιῶν, ἐνίους δὲ ἑκκαίδεκα 
-Z/13/749/11	νομίζειν τὴν μνᾶν, ὥσπερ γε καὶ κοτύλην ἐνίους μὲν γο θʹ. 
-Z/13/749/12	τινὰς δὲ ιβʹ. διορίσαι χρὴ καὶ περὶ τούτων. ὁ διορισμὸς δὲ 
-Z/13/749/13	ἐκ τῆς ἐπαγγελίας τοῦ φαρμάκου καὶ τῆς ποσότητος τῶν 
-Z/13/749/14	μεταλλικῶν γίγνεται. διὰ μὲν γὰρ τὴν ἐπαγγελίαν ἑψήσεως 
-Z/13/749/15	ἱκανῶς δεῖται, διὰ τοῦτο δὲ καὶ πλέονος ἐλαίου, διὰ δὲ τὴν 
-Z/13/749/16	τῶν μεταλλικῶν μίξιν οὐκ ὀλίγων ὄντων ὑγρότητος ἐλαι-
-Z/13/749/17	ώδους δεῖ τῷ φαρμάκῳ. μὴ λαμβάνοντος οὖν αὐτοῦ 
-Z/13/749/18	μήτε στέαρ μήτε μυελὸν μήτε ῥητίνην ὑγρὰν εὔδηλον αὐ- 
-Z/13/750/1	ξῆσαι τὸ ἔλαιον. ἐὰν μὲν οὖν ὡς πρὸς εἴκοσι οὐγγίας τὴν 
-Z/13/750/2	μνᾶν λογιζώμεθα, βαλοῦμεν ἐλαίου πάντως τρεῖς κοτύλας, 
-Z/13/750/3	ἑκάστην οὐγγιῶν ιβʹ. ἐὰν δὲ ἑκκαίδεκα, δυνατὸν μέν ἐστι καὶ 
-Z/13/750/4	τὴν τοῦ ἐλαίου κοτύλην, ὡς πρὸς ἐννέα οὐγγίας ἐμβαλεῖν. 
-Z/13/750/5	δυνατὸν δὲ καὶ ὡς πρὸς ιβʹ. καὶ διὰ τὴν ἕψησιν ἐπὶ πλέον 
-Z/13/750/6	ὠφελοῦσαν γενέσθαι. τοῖς γὰρ τοιούτοις φαρμάκοις ὠφελιμώ-
-Z/13/750/7	τατον τοῦτο καὶ διὰ τὰ μεταλλικὰ πλῆθος οὐκ ὀλίγον ὄντα. 
-Z/13/750/8	ἐὰν γὰρ τὰς τοῦ χαμαιλέοντος 𐅻 λστʹ. συναριθμήσαις ταῖς 
-Z/13/750/9	ιηʹ. μὲν τοῦ ἰοῦ, χρυσοκόλλης δὲ μʹ. γένοιντ' ἂν ἐνενή-
-Z/13/750/10	κοντα τέσσαρες 𐅻 δεόμεναι καὶ αὗται μίξεως ἐλαίου συχνοῦ, 
-Z/13/750/11	καὶ μάλισθ' ὅτι καὶ κηροῦ 𐅻 ρʹ. ἀξιοῖ βάλλεσθαι. πάντως 
-Z/13/750/12	γὰρ δήπου καὶ οὕτως πολλοῦ ἐλαίου δεήσεται. ταύτην μὲν 
-Z/13/750/13	οὖν τὴν ἔμπλαστρον ὁ Ἥρας ἔγραψε, μαρτυρήσας αὐτῇ τὸ 
-Z/13/750/14	ἐπὶ τῶν δυσεπουλώτων ἁρμόττειν, ἄλλας δὲ πολυχρήστους 
-Z/13/750/15	κατὰ τὴν αὐτὴν βίβλον γράψας, ἐπὶ πολλοῖς ἔργοις αὐτῶν 
-Z/13/750/16	καὶ τὸ τοῖς δυσεπουλώτοις ἢ καὶ κακοήθεσιν ἢ χειρωνείοις 
-Z/13/750/17	ἀρήγειν προσέγραψε. πάντες γὰρ τήν τε Ἀριβαρζάνειον ὑπ' 
-Z/13/750/18	αὐτοῦ καλουμένην ἐπῄνεσαν, ὡς τὰ κακοήθη καὶ νεμόμενα  
-Z/13/751/1	καὶ δυσαλθῆ θεραπεύουσαν καὶ τὴν ἴσιν, ὡς γαγγραίνας 
-Z/13/751/2	περιγράφουσαν. καὶ τρίτην ἐπὶ ταύταις, ἧς ἤρξατο κατὰ τήνδε 
-Z/13/751/3	τὴν λέξιν. εὔχρους, ἔναιμος, ἐπουλωτικὴ, λέγων αὐτὴν καὶ 
-Z/13/751/4	τοῖς χειρωνείοις βοηθεῖν. καὶ τετάρτην, ἣν αὐτὸς ὀνομάζει 
-Z/13/751/5	πανάκειαν, καὶ πέμπτην τὴν Ἱκεσίου. περὶ μὲν οὖν τῶν πο-
-Z/13/751/6	λυχρήστων ἐμπλάστρων ὁ μετὰ τοῦτο τὸ βιβλίον ἔσται μοι 
-Z/13/751/7	λόγος, ἐν ᾧ καὶ ταύτας γράψω τὰς ἐπῃνημένας ὑπὸ Ἥρα. 
-Z/13/751/8	ἐν τούτῳ δὲ προσγράψω τὰ πρὸς δυσθεράπευτα, χειρώνεια 
-Z/13/751/9	δὲ ὑπό τινων καλούμενα, διὰ μακρᾶς πείρας βεβασανισμένα 
-Z/13/751/10	τοῖς τε διδασκάλοις ἡμῶν καὶ ἡμῖν αὐτοῖς. ἔνια δ' αὐτῶν 
-Z/13/751/11	καὶ ὑπὸ παλαιοτέρων ἀνδρῶν ἐνδόξων μεμαρτύρηται, καθά-
-Z/13/751/12	περ γε καὶ ἡ γεγραμμένη κατὰ τὸ βιβλίον τὸ ἐπιγεγραμμέ-
-Z/13/751/13	νον Μαντίου φαρμακοπώλης ὁ κατ' ἰατρεῖον. ἔγραψε δὲ περὶ 
-Z/13/751/14	αὐτῶν αὐτοῖς ὀνόμασιν οὕτως. Ἰώδης Μαντίου. ♃ χαλκοῦ 
-Z/13/751/15	κεκαυμένου μνᾶς δʹ. ῥητίνης πιτυΐνης ξηρᾶς 𐅻 ηʹ. κηροῦ 
-Z/13/751/16	𐅻 ηʹ. ἰοῦ 𐅻 ιʹ. ἐλαίου κο. αʹ. γῆς κιμωλίας 𐅻 δʹ. λιβάνου 
-Z/13/751/17	𐅻 δʹ. λεπίδος χαλκοῦ 𐅻 δʹ. τὰ ξηρὰ λεάνας ἔασον ἐν τῇ 
-Z/13/751/18	θυείᾳ, τὸν δὲ κηρὸν τήξας μετὰ τοῦ ἐλαίου κατέρασον  
-Z/13/752/1	ἐπάνω τῶν τετριμμένων καὶ ἔασον συμπιεῖν βραχὺν χρόνον 
-Z/13/752/2	καὶ παράχει ὄξους κο. αʹ. καὶ λεῖα ποίει ἐπὶ ἡμέρας γʹ. 
-Z/13/752/3	παραχέων ὄξους ὅσον ἂν ἐπιδέχηται, ὥστε γενέσθαι κηρω-
-Z/13/752/4	τῆς ὑγρᾶς πάχος. χρῶ δὲ αὐτῇ πρὸς πᾶν τραῦμα καὶ τὰ 
-Z/13/752/5	παλαιὰ καὶ τὰ δυσεπούλωτα ἕλκη καὶ ὅσα καρκινώδη ἐστὶ 
-Z/13/752/6	μετὰ τιλμάτων. δεῖ δὲ ἐπάνω τοῦ σπληνίου ἔριον οἰσυπη-
-Z/13/752/7	ρὸν οἴνῳ καὶ ἐλαίῳ βρέχοντας ἐπιδεσμεύειν ἐλαφρῶς, λύοντα 
-Z/13/752/8	τοῦ μὲν θέρους δι' ἡμερῶν βʹ. τοῦ δὲ χειμῶνος διὰ τριῶν, 
-Z/13/752/9	καὶ κατανίπτειν τὰ ἕλκη ὕδατι χλιαρῷ. τὰ δὲ βαθέα τῶν 
-Z/13/752/10	τραυμάτων ἐλαφρῶς διαμοτοῦν αὐτὰ τὰ στόματα. ἡ γὰρ 
-Z/13/752/11	δύναμίς ἐστιν ἔμμοτος καὶ πυοποιός. ᾧ δ' ἂν καθαρὰ γέ-
[0057]  [077]  []  []

-Z/13/752/12	νηται τὰ ἕλκη καὶ ἡ ἐσχάρα ἐκπέσῃ, κηρῷ μίσγων ἴσον ἰῷ 
-Z/13/752/13	ἀπουλοῦν. ἐκβάλλει δὲ καὶ τοὺς ἄνθρακας ἀλύπως καὶ πᾶν 
-Z/13/752/14	νεμόμενον κακόηθες ἵστησι καὶ ἐκθεραπεύει. χρῶ δὲ καὶ πρὸς 
-Z/13/752/15	τοὺς ἕρπητας καὶ τοὺς σαπροὺς ὄνυχας. ὁμοίως δὲ καὶ πρὸς 
-Z/13/752/16	πάντα τῷ οἴνῳ καὶ ἐλαίῳ δεῖ χρῆσθαι μετὰ τοῦ ἐρίου καὶ 
-Z/13/752/17	τοὺς ὀδόντας δὲ τοὺς βεβρωμένους πλήρου τῷ φαρμάκῳ. 
-Z/13/752/18	ἔμπλαστρος Γαληνοῦ. καλὴ ἡ ἡμετέρα. ♃ κηροῦ δὲ πίσσης  
-Z/13/753/1	καὶ ἀσφάλτου ἀνὰ λίτραν αʹ. μάννης, ἰοῦ, ψιμυθίου κατὰ 
-Z/13/753/2	τὸ 𐅶ʹʹ. τῶν προειρημένων, τουτέστιν ἡμίλιτρον ἑκάστου. σι-
-Z/13/753/3	δίων δὲ καὶ κηκίδος καὶ ἀκάνθης Αἰγυπτίας καὶ ἴρεως Ἰλλυ-
-Z/13/753/4	ρικῆς καὶ ἀριστολοχίας στρογγύλης καὶ χαλκάνθου, 
-Z/13/753/5	τούτων ἑκάστου τὸ τρίτον τῆς λίτρας, τουτέστιν οὐγγίας δʹ. 
-Z/13/753/6	ἀριστολοχίας δὲ μακρᾶς καὶ χαλκοῦ κεκαυμένου τὸ ἕκτον 
-Z/13/753/7	ἑκατέρου τῆς λίτρας, τουτέστιν ἀνὰ γο βʹ. τὰ μὲν οὖν ξηρὰ 
-Z/13/753/8	λέαινε σὺν ὄξει πλείοσιν ἡμέραις, ὡς καὶ πρόσθεν εἴρηται. 
-Z/13/753/9	καλῶς δὲ αὐτῶν κατειργασμένων τὰ τηκτὰ τήξας σὺν ἐλαίῳ, 
-Z/13/753/10	κοτύλην κατάχεε κατ' αὐτῶν ἐπιπάσσων τὴν μάνναν, 
-Z/13/753/11	καὶ ψύξας τὰ τηκτὰ καὶ ξύσας οὕτως μίγνυε τοῖς ξηροῖς, 
-Z/13/753/12	λελειωμένοις σὺν ὄξει, μή πως ἐν τῷ καταχεῖν ἐγκηρίδας ποι-
-Z/13/753/13	ήσῃς, καὶ μάλισθ' ὅταν τὸ περιέχον ψυχρὸν ᾖ. ἡμετέρα ἄλλη. 
-Z/13/753/14	♃ ἀσφάλτου καὶ στυπτηρίας ὑγρᾶς, ἑκατέρου λίτραν αʹ. πίσ-
-Z/13/753/15	σης δὲ καὶ ῥητίνης πιτυΐνης καὶ κηροῦ διπλάσιον ἑκάστου, 
-Z/13/753/16	τουτέστιν ἀνὰ λίτρας βʹ. ἀριστολοχίας δὲ στρογγύλης καὶ 
-Z/13/753/17	κηκίδος καὶ ἀκάνθης Αἰγυπτίας ἀνὰ γο ηʹ. τούτου δὲ σταθ-
-Z/13/753/18	μοῦ τὸ 𐅶ʹʹ. καθ' ἕκαστον τούτων, σιδίων καὶ χαλκοῦ κεκαυ-
-Z/13/753/19	μένου καὶ μάννης καὶ ἀριστολοχίας μακρᾶς, τουτέστιν ἀνὰ  
-Z/13/754/1	γο δʹ. ἐλαίου κικίνου, ἢ παλαιοῦ, ἐὰν μὴ ἔχῃς τὸ κίκινον, 
-Z/13/754/2	λίτρας βʹ. τῆς λίτρας ἐχούσης γο ιβʹ. ὥστε εἶναι τὰς πάσας 
-Z/13/754/3	γο κδʹ. καὶ σκεύαζε καὶ τοῦτο τὸν αὐτὸν τρόπον τῷ προ-
-Z/13/754/4	τέρῳ, λειῶν τὰ μεταλλικὰ σὺν ὄξει καὶ μετὰ ταῦτα προσεμ-
-Z/13/754/5	βάλλων τὰ ξηρὰ καὶ πάλιν λειῶν, εἶθ' ὅταν ἔχῃ ταῦτα πη-
-Z/13/754/6	λώδη σύστασιν τὰ τηκτὰ μιγνὺς ὡς προείρηται. ἄλλη. ♃ 
-Z/13/754/7	ἀσφάλτου καὶ ῥητίνης τερμινθίνης καὶ πίσσης Βρυτίας ἀνὰ 
-Z/13/754/8	λίτραν αʹ. ἐλαίου 𐅻 κδʹ. λιθαργύρου καὶ ψιμυθίου καὶ μάν-
-Z/13/754/9	νης καὶ ἰοῦ καὶ λεπίδος καὶ ὀποπάνακος ἴσον ἑκάστου ταῖς 
-Z/13/754/10	εἴκοσι τέσσαρσι δραχμαῖς τοῦ ἐλαίου, λαδάνου γο δύο, ὅπερ 
-Z/13/754/11	ἐστὶ 𐅻 ιστʹ. καὶ δύο κοτύλας ὄξους, ὁμοίως καὶ τοῦτο τὸ 
-Z/13/754/12	φάρμακον τοῖς πρὸ αὐτοῦ δύο σκευάζεται. ἄλλη. ♃ χρυσο-
-Z/13/754/13	κόλλης καὶ λεπίδος καὶ στομώματος ἀνὰ 𐅻 δʹ. ἰοῦ δὲ καὶ 
-Z/13/754/14	χαλκάνθου, ἑκατέρου τὸ ἥμισυ, τουτέστιν ἀνὰ 𐅻 βʹ. κηροῦ 
-Z/13/754/15	𐅻 κεʹ. τουτέστι γο γʹ. καὶ δραχμὴν μίαν, ῥητίνης τερμιν-
