
[0057]  [009]  []  []

-Z/1/509/t1	    {ΓΑΛΗΝΟΥ ΠΕΡΙ ΚΡΑΣΕΩΝ} 
-Z/1/625/8	τὸ σῶμα θερμὸν καὶ ξηρὸν ὑπάρχειν, ὅτι πλεῖστον ἀνέ-
-Z/1/625/9	πνευσεν ἐνταῦθα καὶ πρὸς τὸ περιέχον ἐξεκενώθη τὸ θερ-
-Z/1/625/10	μόν. εἰ μὲν γὰρ ὅλου τοῦ σώματος ἡ κρᾶσίς ἐστιν ὁμαλή, 
-Z/1/625/11	εὐθὺς ἂν εἴη τούτοις αὐτός τε σύμπας ὁ θώραξ εὐρύτατος 
-Z/1/625/12	αἵ τε φλέβες εὐρεῖαι καὶ αἱ ἀρτηρίαι μεγάλαι θ' ἅμα καὶ 
-Z/1/625/13	μέγιστον καὶ σφοδρότατον σφύζουσαι καὶ τρίχες πολλαὶ καθ' 
-Z/1/625/14	ὅλον τὸ σῶμα καὶ αἱ τῆς κεφαλῆς εὐαυξέσταται μὲν καὶ 
-Z/1/625/15	μέλαιναι καὶ οὖλαι κατὰ τὴν πρώτην ἡλικίαν, ἐπὶ δὲ προ-
-Z/1/625/16	ήκοντι τῷ χρόνῳ φαλάκρωσις ἀκολουθήσει. καὶ μὲν δὴ καὶ 
-Z/1/625/17	σύντονον καὶ διηρθρωμένον καὶ μυῶδες, ἐπειδὰν ὁμαλῶς 
-Z/1/626/1	ἔχωσι τῆς κράσεως, | ὅλον ἔσται τοῖς τοιούτοις ἀνθρώποις 
-Z/1/626/2	τὸ σῶμα καὶ τὸ δέρμα σκληρότερόν τε καὶ μελάντερον ὥσπερ 
-Z/1/626/3	καὶ δασύτερον. οὕτω δὲ κἂν εἰ τἀναντία περὶ τὸν θώρακα 
-Z/1/626/4	συμπέσοι, τῆς κράσεως ὁμαλῆς ὑπαρχούσης ἐν ὅλῳ τῷ σώ-
-Z/1/626/5	ματι, τουτέστιν ὑγροτέρων τε καὶ ψυχροτέρων ἁπάντων τῶν 
-Z/1/626/6	μορίων γενομένων, ὁ μὲν θώραξ αὐτοῖς στενὸς καὶ ἄτριχος 
-Z/1/626/7	ἔσται, καθάπερ οὖν καὶ σύμπαν τὸ σῶμα ψιλὸν τριχῶν ἁπα-
-Z/1/626/8	λόν τε καὶ λευκὸν τὸ δέρμα καὶ ὑπόπυρρον ταῖς θριξὶ καὶ 
-Z/1/626/9	μάλιστ' ἐν νεότητι καὶ οὐ φαλακροῦνται γηρῶντες, εὐθὺς 
-Z/1/626/10	δὲ καὶ δειλοὶ καὶ ἄτολμοι καὶ ὀκνηροὶ καὶ σμικρὰς καὶ ἀδή-
-Z/1/626/11	λους ἔχοντες τὰς φλέβας καὶ πιμελώδεις καὶ νεύροις καὶ 
-Z/1/626/12	μυσὶν ἄρρωστοι καὶ ἀδιάρθρωτοι τὰ κῶλα καὶ βλαισοὶ γίγνον-
-Z/1/626/13	ται. διαφόρου μέντοι τῆς κράσεως ἐν τοῖς μορίοις ἀπερ-
-Z/1/626/14	γασθείσης, οὐκέτ' ἐξ ἑνὸς αὐτῶν οἷόν τε περὶ τοῦ σύμπαντος 
-Z/1/626/15	ἀποφαίνεσθαι σώματος, ἀλλ' ἄμεινον ἐφ' ἕκαστον ἰέναι καὶ 
-Z/1/626/16	σκοπεῖσθαι, πῶς μὲν ἡ γαστὴρ ἔχει κράσεως, ὅπως δ' ὁ πνεύ- 
-Z/1/626/17	μων, ὅπως δ' ὁ ἐγκέφαλος ἕκαστόν τε τῶν ἄλλων ἰδίᾳ καὶ 
-Z/1/626/18	καθ' ἑαυτό. 
-Z/1/627/1	  Ταυτὶ μὲν | οὖν ἐκ τῶν ἐνεργειῶν γνωρίζειν· οὐ γὰρ 
-Z/1/627/2	ἔστιν οὔθ' ἁψάμενον οὔτ' ὀφθαλμοῖς θεασάμενον ἐξευρεῖν 
-Z/1/627/3	τὴν κρᾶσιν αὐτῶν. προσεπισκέπτεσθαι δὲ καὶ τὰς τῶν περι-
-Z/1/627/4	εχόντων αὐτὰ μορίων διαθέσεις, ὧν ἁπάντων ἔξωθέν ἐστι 
-Z/1/627/5	τὸ δέρμα, κατὰ μὲν τὴν ἡμετέραν οἴκησιν εὔκρατον οὖσαν 
-Z/1/627/6	ἐνδεικνύμενον τῶν ὑποκειμένων μορίων τὴν φύσιν οὐδ' ἐν 
-Z/1/627/7	ταύτῃ πάντων ἁπλῶς, ἀλλ' ὅσα ταῖς κράσεσιν ὡσαύτως ἔχει 
-Z/1/627/8	τῷ δέρματι. κατὰ δὲ τὰς ὑπὸ ταῖς ἄρκτοις τε καὶ τῇ μεσ-
-Z/1/627/9	ημβρίᾳ χώρας, ἐπειδὴ τῶν μὲν εἰς τὸ βάθος ἀπελήλαται 
-Z/1/627/10	τὸ θερμὸν ὑπὸ τοῦ περιέχοντος ἔξωθεν κρύους νικώμενον, 
-Z/1/627/11	τῶν δ' εἰς τὸ δέρμα προελήλυθεν ὑπὸ τοῦ περιέχοντος θάλ-
-Z/1/627/12	πους ἑλκόμενον, οὐκ ἐκ τῆς κατὰ τὸ δέρμα διαθέσεως οἷόν 
-Z/1/627/13	τε γνῶναι σαφῶς ὑπὲρ τῆς τῶν ἐντὸς μορίων κράσεως. 
-Z/1/627/14	ἀνώμαλος γὰρ ἡ τοῦ σώματος κρᾶσις ἐν ταῖς δυσκράτοις 
-Z/1/627/15	χώραις οὐχ ὡσαύτως ἐχόντων τῶν τ' ἔξωθεν μορίων καὶ 
-Z/1/627/16	τῶν ἐντός. Κελτοῖς μὲν γὰρ καὶ Γερμανοῖς καὶ παντὶ τῷ 
-Z/1/627/17	Θρᾳκίῳ τε καὶ Σκυθικῷ γένει ψυχρὸν καὶ ὑγρὸν τὸ δέρμα 
-Z/1/628/1	| καὶ διὰ τοῦτο μαλακόν τε καὶ λευκὸν καὶ ψιλὸν τριχῶν· 
-Z/1/628/2	ὅσον δ' ἔμφυτον θερμόν, εἰς τὰ σπλάγχνα καταπέφευγεν 
-Z/1/628/3	ἅμα τῷ αἵματι κἀνταῦθα κυκωμένου τε καὶ στενοχωρου-
-Z/1/628/4	μένου καὶ ζέοντος αὐτοῦ θυμικοὶ καὶ θρασεῖς καὶ ὀξύρρο-
-Z/1/628/5	ποι ταῖς γνώμαις ἀποτελοῦνται. Αἰθίοψι δὲ καὶ Ἄραψι καὶ 
-Z/1/628/6	ὅλοις τοῖς κατὰ μεσημβρίαν ἡ μὲν τοῦ δέρματος φύσις, ὡς 
-Z/1/628/7	ἂν ὑπό τε τοῦ περιέχοντος θάλπους καὶ τῆς ἐμφύτου θερ-
-Z/1/628/8	μασίας ἔξω φερομένης διακεκαυμένη, σκληρὰ καὶ ξηρὰ καὶ 
-Z/1/628/9	μέλαινα. τὸ δ' ὅλον σῶμα τῆς μὲν ἐμφύτου θερμότητος  
-Z/1/628/10	ἥκιστα μετέχει, θερμὸν δ' ἐστὶν ἀλλοτρίῳ τε καὶ ἐπικτήτῳ 
-Z/1/628/11	θερμῷ. 
-Z/1/628/12	  Καὶ γὰρ δὴ καὶ τοῦτο κάλλιστα πρὸς Ἀριστοτέλους ἐπὶ 
-Z/1/628/13	πολλῶν διώρισται. καὶ χρὴ προσέχειν αὐτῷ τὸν νοῦν, εἴπερ τῳ 
-Z/1/628/14	καὶ ἄλλῳ, καὶ σκοπεῖσθαι καθ' ἕκαστον σῶμα, πότερον οἰ-
-Z/1/628/15	κείῳ θερμῷ θερμόν ἐστιν ἢ ἐπικτήτῳ. πάντα γοῦν τὰ σηπό-
-Z/1/628/16	μενα θερμὰ μὲν ἐπικτήτῳ θερμῷ, ψυχρὰ δ' οἰκείῳ καὶ τὰ 
-Z/1/628/17	τῶν ἐποικούντων τὴν μεσημβρινὴν χώραν σώματα θερμὰ μὲν 
-Z/1/628/18	ἐπικτήτῳ θερμῷ, ψυχρὰ δ' οἰκείῳ, καὶ παρ' ἡμῖν δὲ κατὰ 
-Z/1/629/1	μὲν τὸν χειμῶνα τὸ φύσει θερμὸν πλέον, | τὸ δ' ἐπίκτητον 
-Z/1/629/2	ἔλαττον, ἐν δὲ τῷ θέρει τὸ μὲν ἐπίκτητον πλέον, ἔλαττον 
-Z/1/629/3	δὲ τὸ σύμφυτον. ἅπαντ' οὖν ταῦτα διορίζεσθαι χρὴ τὸν 
-Z/1/629/4	μέλλοντα καλῶς διαγνώσεσθαι κρᾶσιν. οὐ γὰρ [δὴ] ἁπλῶς, 
-Z/1/629/5	εἰ τὸ δέρμα μελάντερον, ἤδη θερμότερος ὁ ἄνθρωπος ὅλος, 
-Z/1/629/6	ἀλλ' εἰ τῶν ἄλλων ἁπάντων ὡσαύτως ἐχόντων. εἰ γὰρ ὁ 
-Z/1/629/7	μὲν ἐν ἡλίῳ θερμῷ διέτριψεν ἐπὶ πλέον, ὁ δ' ἐν σκιᾷ, τῷ 
-Z/1/629/8	μὲν ἔσται μελάντερον τὸ χρῶμα τῷ δὲ λευκότερον. ἀλλ' 
-Z/1/629/9	οὐδὲν τοῦτο πρὸς τὴν τῆς ὅλης κράσεως ὑπάλλαξιν. αὐτὸ 
-Z/1/629/10	γὰρ τὸ δέρμα ξηρότερον μὲν ἡλιούμενον, ὑγρότερον δ' ἔσται 
-Z/1/629/11	σκιατραφούμενον. ἡ φυσικὴ δ' οὐκ εὐθὺς ὑπαλλαχθήσεται 
[0057]  [009]  []  []

-Z/1/629/12	κρᾶσις οὔθ' ἥπατος οὔτε καρδίας οὔτε τῶν ἄλλων σπλάγχνων. 
-Z/1/629/13	  Ἄριστον οὖν, ὡς εἴρηται καὶ πρόσθεν, ἑκάστου τῶν μο-
-Z/1/629/14	ρίων ἴδια πεπορίσθαι τῆς κράσεως τὰ γνωρίσματα, οἷον τῆς 
-Z/1/629/15	μὲν γαστρός· εἰ πέττει καλῶς, εὔκρατος, εἰ δ' οὐ πέττει 
-Z/1/629/16	καλῶς, δύσκρατος. ἀλλ' εἰ μὲν κνισσώδεις τινὰς ἢ καπνώ-
-Z/1/629/17	δεις ἐργάζοιτο τὰς ἐρυγάς, ἄμετρον αὐτῇ καὶ πυρῶδες τὸ 
-Z/1/630/1	θερμόν, εἰ δ' ὀξείας, | ἄρρωστόν τε καὶ ἀσθενές. οὕτω δὲ  
-Z/1/630/2	καὶ τὰ μὲν βόεια κρέα καὶ πάντα τὰ δυσκατέργαστα τῶν 
-Z/1/630/3	καλῶς πεττόντων ἄμετρον τὸ θερμόν, ἀσθενὲς δὲ τῶν ταῦτα 
-Z/1/630/4	μὲν ἀπεπτούντων, ἰχθῦς δὲ πετραίους ἤ τι τοιοῦτον πεττόν-
-Z/1/630/5	των. ἐπισκέπτεσθαι δ' ἐνταῦθα πάλιν, εἰ μὴ διά τινα χυ-
-Z/1/630/6	μὸν ἑτέρωθεν ἐπιρρέοντα τὸ σύμπτωμα γίγνεται τῇ γαστρί. 
-Z/1/630/7	φλέγμα μὲν γὰρ ἐνίοις ἐκ τῆς κεφαλῆς, ξανθὴ δ' ἄλλοις ἐξ 
-Z/1/630/8	ἥπατος εἰς τὴν γαστέρα καταρρεῖ χολή, σπάνιον μὲν δὴ 
-Z/1/630/9	τοῦτο καὶ ὀλιγίστοις συμβαίνει. παμπόλλοις δ' ἐκ τῆς κεφα-
-Z/1/630/10	λῆς κατέρχεται φλέγμα καὶ μάλιστ' ἐν Ῥώμῃ τε καὶ τοῖς 
-Z/1/630/11	ὑγροῖς οὕτω χωρίοις. ἀλλά τοι καὶ τὸ σπάνιον ἐπιβλέπειν 
-Z/1/630/12	χρὴ καὶ μηδὲν ἐν παρέργῳ τίθεσθαι μηδ' ἀμελεῖν. οἶδα 
-Z/1/630/13	γὰρ ἐγώ τισιν ἱκανῶς φλεγματώδεσιν ἀνθρώποις ἀθροιζο-
-Z/1/630/14	μένην ἐν τῇ γαστρὶ χολὴν παμπόλλην ξανθήν, ἣν ἐδέοντο 
-Z/1/630/15	πρὸ τῶν σιτίων ὕδωρ πολὺ πιόντες ἢ οἶνον ἐξεμεῖν. εἰ δ' 
-Z/1/630/16	ἥψαντό ποτε σιτίων, πρὶν ἐμέσαι, διέφθειρόν τε ταῦτα καὶ 
-Z/1/630/17	τὴν κεφαλὴν ὠδυνῶντο καὶ τούτους ᾤοντό τινες εἶναι χολώ-
-Z/1/630/18	δεις φύσει. καίτοι μαλακοί τ' ἦσαν ὅλον τὸ σῶμα καὶ λευ-
-Z/1/631/1	κοὶ καὶ ἄτριχοι καὶ | πιμελώδεις καὶ ἄφλεβοι καὶ ἄμυοι 
-Z/1/631/2	καὶ ἄναιμοι καὶ ἁπτομένοις οὐ λίαν θερμοί. ἄλλους δέ τινας 
-Z/1/631/3	οἶδα μηδεπώποτε μὲν ἐμέσαντας χολὴν ξανθήν, ἰσχνοὺς δὲ 
-Z/1/631/4	καὶ δασεῖς καὶ μυώδεις καὶ μέλανας καὶ φλεβώδεις καὶ θερ-
-Z/1/631/5	μοὺς ἱκανῶς, εἴ τις ἅψαιτο, φαινομένους, οἷος καὶ ὁ φιλό-
-Z/1/631/6	σοφος Εὔδημος. 
-Z/1/631/7	  Ἀλλ' ἐνταῦθα καὶ ἀνατομικόν τι θεώρημα συνέπεσεν, ὃ 
-Z/1/631/8	μὴ γιγνώσκοντες ἔνιοι τῶν ἰατρῶν ἀποροῦνται δεινῶς ἐπὶ 
-Z/1/631/9	τῇ διαφωνίᾳ τῶν συμπτωμάτων, ἀγνοοῦντες, ὡς ὁ πόρος, 
-Z/1/631/10	ᾧ τὴν χολὴν εἰς τὴν γαστέρα τὸ ἧπαρ ἐξερεύγεται, τοῖς μὲν  
-Z/1/631/11	διπλοῦς ἐστι, τοῖς δ' ἁπλοῦς, ὡς κἀν ταῖς τῶν τετραπόδων 
-Z/1/631/12	ζῴων ἀνατομαῖς ἔνεστι θεάσασθαι. τὰ πολλὰ μὲν οὖν ἁπλοῦς 
-Z/1/631/13	ἐστιν εἰς τὸ μεταξὺ πυλωροῦ τε καὶ νήστεως ἐμφυόμενος, 
-Z/1/631/14	ὃ δὴ γαστρὸς ἔκφυσιν ὀνομάζουσιν, ἢ διπλοῦς γιγνόμενος 
-Z/1/631/15	εἰς μὲν τὴν ἔκφυσιν ἐμβάλλει θατέρῳ στόματι τῷ μείζονι, 
-Z/1/631/16	θατέρῳ δὲ τῷ μικροτέρῳ κατὰ τὸν πυθμένα μικρὸν ἄνω 
-Z/1/631/17	τοῦ πυλωροῦ. σπανιώτατα δέ ποτε τὸ μὲν ἄνω μέρος αὐ-
-Z/1/632/1	τοῦ μεῖζον εὑρίσκεται, τὸ κάτω δ' ἔλαττον. | ἀλλ' ἐφ' ὧν γε 
-Z/1/632/2	μεῖζόν ἐστιν, ἐπὶ τούτων ἡ γαστὴρ ἐφ' ἡμέραν ἐμπίπλαται 
-Z/1/632/3	χολῆς οὐκ ὀλίγης, ἣν ἐμεῖν τε δέονται πρὸ τῶν σιτίων καὶ 
-Z/1/632/4	βλάπτονται κατασχόντες. οἷς δὲ παντελῶς ἁπλοῦς ἐστιν ὁ 
-Z/1/632/5	πόρος, εἰς τὴν νῆστιν ἡ χολὴ τούτοις σύμπασα καταρρεῖ. 
-Z/1/632/6	πῶς οὖν χρὴ διαγιγνώσκειν αὐτούς; οὐ γὰρ δὴ ἀνατεμεῖν 
-Z/1/632/7	γε ζῶντας τοὺς ἀνθρώπους ἀξιῶ. πρῶτον μὲν ὅλῃ τοῦ σώ-
-Z/1/632/8	ματος τῇ κράσει, καθότι καὶ μικρὸν ἔμπροσθεν ἐλέγετο, δεύ-
-Z/1/632/9	τερον δὲ τοῖς ὑπιοῦσι κάτω. χολώδη μὲν γὰρ ἄκρατα διὰ 
-Z/1/632/10	τῆς γαστρὸς ἐξεκενοῦτο συνεχῶς Εὐδήμῳ, διότι καὶ πολλὴν 
-Z/1/632/11	ἤθροιζε χολὴν καὶ οὐδὲν αὐτῆς εἰς τὴν ἄνω κοιλίαν ἀφι-
-Z/1/632/12	κνεῖτο. τοῖς δ' ἄλλοις, οἷς ἡ μὲν ἕξις φλεγματώδης, ἐμοῦσι 
-Z/1/632/13	δὲ χολήν, ἥκιστα διαχωρεῖται χολώδη· καὶ γὰρ ὀλίγον γεν-
-Z/1/632/14	νᾶται τῆς ξανθῆς χολῆς αὐτοῖς καὶ πλεῖστον εἰς τὴν ἄνω 
-Z/1/632/15	κοιλίαν ἀφικνεῖται. τρίτον ἐπὶ τοῖς εἰρημένοις εἶδος γνωρι-
-Z/1/632/16	σμάτων ἐν αὐτοῖς τοῖς ἐμουμένοις ἐστίν. οἷς μὲν γὰρ ἐν 
-Z/1/632/17	τῇ γαστρὶ θερμοτέρᾳ τὴν κρᾶσιν ὑπαρχούσῃ τὸ χολῶδες γεν-
-Z/1/633/1	νᾶται περίττωμα, πρασοειδὲς φαίνεται· ξανθὸν δ' ἀκρι|βῶς 
-Z/1/633/2	ἐστιν ἢ ὠχρόν γε πάντως, οἷς ἐξ ἥπατος ὑπέρχεται, καὶ οἷς 
-Z/1/633/3	μὲν ἐν γαστρὶ τὸ πρασοειδὲς τοῦτο γεννᾶται, χρὴ πάντως 
-Z/1/633/4	αὐτοῖς τὸ ἐδηδεσμένον σιτίον οὐκ ἄρτον οὐδὲ κρέας εἶναι  
-Z/1/633/5	χοίρειον ἤ τι τοιοῦτον παραπλήσιον, ἀλλὰ θερμότερόν τι 
-Z/1/633/6	τῶνδ' ἐξ ἀνάγκης καὶ οὐκ εὔχυμον. οἷς δ' ἐξ ἥπατος εἰς 
-Z/1/633/7	αὐτὴν ἀφικνεῖται, ξανθὸν ἢ ὠχρὸν ἐμεῖται, κἂν εὐχυμώτα-
-Z/1/633/8	τον ᾖ τὸ ληφθὲν σιτίον κἂν ἄκρως πεφθῇ, καὶ μᾶλλόν γε 
-Z/1/633/9	τοῖς ἀκριβῶς πέψασιν ἐμεῖται τὰ ξανθὰ καὶ πολλῷ μᾶλλον 
-Z/1/633/10	ἔτι τοῖς ἐπὶ πλέον αὐτῶν ἀσιτήσασι. τὰ δὲ πρασοειδῆ 
-Z/1/633/11	μόνοις τοῖς κακῶς πέψασιν ἐν τῇ κοιλίᾳ γεννᾶται. καὶ μὲν 
-Z/1/633/12	δὴ καὶ φροντίδες καὶ θυμοὶ καὶ λῦπαι καὶ πόνοι καὶ γυμνά-
-Z/1/633/13	σια καὶ ἀγρυπνίαι καὶ ἀσιτίαι καὶ ἔνδειαι πλείονα τὸν τῆς 
-Z/1/633/14	ξανθῆς χολῆς τούτοις ἀθροίζουσι χυμόν, ὅτι καὶ πλείονα 
-Z/1/633/15	γεννῶσιν ἐν ἥπατι. ταῦτα τ' οὖν ἀκριβῆ τὰ γνωρίσματα 
-Z/1/633/16	καὶ πρὸς τούτοις ἔτι, τῷ μὲν αὐχμηρῷ καὶ πυρώδει τοῦ 
-Z/1/633/17	κατὰ τὴν γαστέρα θερμοῦ τῆς εἰς τὸ χολῶδες τροπῆς ἑπο-
-Z/1/634/1	μένης, ἄρτοι καὶ κρέα χοίρεια | καὶ βόεια κάλλιον πεφθή-
-Z/1/634/2	σονται τῶν πετραίων ἰχθύων. εἰ δ' ἐξ ἥπατος καταρρέοι, 
