
[0086]  [035]  [Pol]  []

-Z//1252a/t	                {ΠΟΛΙΤΙΚΩΝ Α} 
-Z//1306b/26	τοι διὰ ταὐτὸν ὀλίγοι)· ἐπεὶ δοκεῖ γε διὰ ταῦτα καὶ ἡ 
-Z//1306b/27	ἀριστοκρατία ὀλιγαρχία εἶναι. μάλιστα δὲ τοῦτο συμβαίνειν 
-Z//1306b/28	ἀναγκαῖον ὅταν ᾖ τι πλῆθος τῶν πεφρονηματισμένων ὡς 
-Z//1306b/29	ὁμοίων κατ' ἀρετήν, οἷον ἐν Λακεδαίμονι οἱ λεγόμενοι Παρ-
-Z//1306b/30	θενίαι (ἐκ τῶν ὁμοίων γὰρ ἦσαν), οὓς φωράσαντες ἐπιβου-
-Z//1306b/31	λεύσαντας ἀπέστειλαν Τάραντος οἰκιστάς, ἢ ὅταν τινὲς ἀτιμά-
-Z//1306b/32	ζωνται μεγάλοι ὄντες καὶ μηθενὸς ἥττους κατ' ἀρετὴν 
-Z//1306b/33	ὑπό τινων ἐντιμοτέρων, οἷον Λύσανδρος ὑπὸ τῶν βασιλέων, 
-Z//1306b/34	ἢ ὅταν ἀνδρώδης τις ὢν μὴ μετέχῃ τῶν τιμῶν, οἷον Κι-
-Z//1306b/35	νάδων ὁ τὴν ἐπ' Ἀγησιλάου συστήσας ἐπίθεσιν ἐπὶ τοὺς 
-Z//1306b/36	Σπαρτιάτας· ἔτι ὅταν οἱ μὲν ἀπορῶσι λίαν οἱ δ' εὐ-
-Z//1306b/37	πορῶσιν (καὶ μάλιστα ἐν τοῖς πολέμοις τοῦτο γίνεται· συνέβη 
-Z//1306b/38	δὲ καὶ τοῦτο ἐν Λακεδαίμονι ὑπὸ τὸν Μεσηνιακὸν πόλε-
-Z//1306b/39	μον· δῆλον δὲ [καὶ] τοῦτο ἐκ τῆς Τυρταίου ποιήσεως τῆς κα-
-Z//1307a/1	λουμένης Εὐνομίας· θλιβόμενοι γάρ τινες διὰ τὸν πόλεμον 
-Z//1307a/2	ἠξίουν ἀνάδαστον ποιεῖν τὴν χώραν)· ἔτι ἐάν τις μέγας ᾖ 
-Z//1307a/3	καὶ δυνάμενος ἔτι μείζων εἶναι, ἵνα μοναρχῇ, ὥσπερ ἐν 
-Z//1307a/4	Λακεδαίμονι δοκεῖ Παυσανίας ὁ στρατηγήσας κατὰ τὸν Μη-
-Z//1307a/5	δικὸν πόλεμον, καὶ ἐν Καρχηδόνι Ἄννων. 
-Z//1307a/5	                                      λύονται δὲ μά-
-Z//1307a/6	λιστα αἵ τε πολιτεῖαι καὶ αἱ ἀριστοκρατίαι διὰ τὴν ἐν αὐτῇ 
-Z//1307a/7	τῇ πολιτείᾳ τοῦ δικαίου παρέκβασιν. ἀρχὴ γὰρ τὸ μὴ με- 
-Z//1307a/8	μεῖχθαι καλῶς ἐν μὲν τῇ πολιτείᾳ δημοκρατίαν καὶ ὀλι-
-Z//1307a/9	γαρχίαν, ἐν δὲ τῇ ἀριστοκρατίᾳ ταῦτά τε καὶ τὴν ἀρετήν, 
-Z//1307a/10	μάλιστα δὲ τὰ δύο· λέγω δὲ τὰ δύο δῆμον καὶ ὀλιγαρ-
-Z//1307a/11	χίαν. ταῦτα γὰρ αἱ πολιτεῖαί τε πειρῶνται μιγνύναι καὶ 
-Z//1307a/12	αἱ πολλαὶ τῶν καλουμένων ἀριστοκρατιῶν. διαφέρουσι γὰρ 
-Z//1307a/13	τῶν ὀνομαζομένων πολιτειῶν αἱ ἀριστοκρατίαι τούτῳ, καὶ 
-Z//1307a/14	διὰ τοῦτ' εἰσὶν αἱ μὲν ἧττον αἱ δὲ μᾶλλον μόνιμοι αὐτῶν· 
-Z//1307a/15	τὰς γὰρ ἀποκλινούσας μᾶλλον πρὸς τὴν ὀλιγαρχίαν ἀρι-
-Z//1307a/16	στοκρατίας καλοῦσιν, τὰς δὲ πρὸς τὸ πλῆθος πολιτείας· δι-
[0086]  [035]  [Pol]  []

-Z//1307a/17	όπερ ἀσφαλέστεραι αἱ τοιαῦται τῶν ἑτέρων εἰσίν· κρεῖττόν 
-Z//1307a/18	τε γὰρ τὸ πλεῖον, καὶ μᾶλλον ἀγαπῶσιν ἴσον ἔχοντες, 
-Z//1307a/19	οἱ δ' ἐν ταῖς εὐπορίαις, ἂν ἡ πολιτεία διδῷ τὴν ὑπεροχήν, 
-Z//1307a/20	ὑβρίζειν ζητοῦσι καὶ πλεονεκτεῖν. ὅλως δ' ἐφ' ὁπότερον ἂν 
-Z//1307a/21	ἐγκλίνῃ ἡ πολιτεία, ἐπὶ ταῦτα μεθίσταται ἑκατέρων τὸ 
-Z//1307a/22	σφέτερον αὐξανόντων, οἷον ἡ μὲν πολιτεία εἰς δῆμον, ἀρι-
-Z//1307a/23	στοκρατία δ' εἰς ὀλιγαρχίαν· ἢ εἰς τἀναντία, οἷον ἡ μὲν 
-Z//1307a/24	ἀριστοκρατία εἰς δῆμον (ὡς ἀδικούμενοι γὰρ περισπῶσιν εἰς 
-Z//1307a/25	τοὐναντίον οἱ ἀπορώτεροι), αἱ δὲ πολιτεῖαι εἰς ὀλιγαρχίαν 
-Z//1307a/26	(μόνον γὰρ μόνιμον τὸ κατ' ἀξίαν ἴσον καὶ τὸ ἔχειν τὰ 
-Z//1307a/27	αὑτῶν)· συνέβη δὲ τὸ εἰρημένον ἐν Θουρίοις. διὰ μὲν γὰρ 
-Z//1307a/28	τὸ ἀπὸ πλείονος τιμήματος εἶναι τὰς ἀρχὰς εἰς ἔλαττον 
-Z//1307a/29	μετέβη καὶ εἰς ἀρχεῖα πλείω, διὰ δὲ τὸ τὴν χώραν ὅλην 
-Z//1307a/30	τοὺς γνωρίμους συγκτήσασθαι παρὰ τὸν νόμον (ἡ γὰρ πολι-
-Z//1307a/31	τεία ὀλιγαρχικωτέρα ἦν, ὥστε ἐδύναντο πλεονεκτεῖν) ὁ [δὲ] 
-Z//1307a/32	δῆμος γυμνασθεὶς ἐν τῷ πολέμῳ τῶν φρουρῶν ἐγένετο κρείτ-
-Z//1307a/33	των, ἕως ἀφεῖσαν τῆς χώρας ὅσοι πλείω ἦσαν ἔχοντες. 
-Z//1307a/34	  ἔτι διὰ τὸ πάσας τὰς ἀριστοκρατικὰς πολιτείας ὀλιγαρχι-
-Z//1307a/35	κὰς εἶναι μᾶλλον πλεονεκτοῦσιν οἱ γνώριμοι, οἷον καὶ ἐν 
-Z//1307a/36	Λακεδαίμονι εἰς ὀλίγους αἱ οὐσίαι ἔρχονται· καὶ ἔξεστι ποιεῖν  
-Z//1307a/37	ὅ τι ἂν θέλωσι τοῖς γνωρίμοις μᾶλλον, καὶ κηδεύειν ὅτῳ 
-Z//1307a/38	θέλουσιν, διὸ καὶ ἡ Λοκρῶν πόλις ἀπώλετο ἐκ τῆς πρὸς 
-Z//1307a/39	Διονύσιον κηδείας, ὃ ἐν δημοκρατίᾳ οὐκ ἂν ἐγένετο, οὐδ' ἂν 
-Z//1307a/40	ἐν ἀριστοκρατίᾳ εὖ μεμειγμένῃ. μάλιστα δὲ λανθάνουσιν αἱ 
-Z//1307b/1	ἀριστοκρατίαι μεταβάλλουσαι τῷ λύεσθαι κατὰ μικρόν, 
-Z//1307b/2	ὅπερ εἴρηται ἐν τοῖς πρότερον καθόλου κατὰ πασῶν τῶν 
-Z//1307b/3	πολιτειῶν, ὅτι αἴτιον τῶν μεταβολῶν καὶ τὸ μικρόν ἐστιν· 
-Z//1307b/4	ὅταν γάρ τι προῶνται τῶν πρὸς τὴν πολιτείαν, μετὰ τοῦτο 
-Z//1307b/5	καὶ ἄλλο μικρῷ μεῖζον εὐχερέστερον κινοῦσιν, ἕως ἂν πάντα 
-Z//1307b/6	κινήσωσι τὸν κόσμον. συνέβη δὲ τοῦτο καὶ ἐπὶ τῆς Θουρίων 
-Z//1307b/7	πολιτείας. νόμου γὰρ ὄντος διὰ πέντε ἐτῶν στρατηγεῖν, γε-
-Z//1307b/8	νόμενοί τινες πολεμικοὶ τῶν νεωτέρων καὶ παρὰ τῷ πλήθει 
-Z//1307b/9	τῶν φρουρῶν εὐδοκιμοῦντες, καταφρονήσαντες τῶν ἐν τοῖς 
-Z//1307b/10	πράγμασι καὶ νομίζοντες ῥᾳδίως κατασχήσειν, τοῦτον τὸν 
-Z//1307b/11	νόμον λύειν ἐπεχείρησαν πρῶτον, ὥστ' ἐξεῖναι τοὺς αὐτοὺς 
-Z//1307b/12	συνεχῶς στρατηγεῖν, ὁρῶντες τὸν δῆμον αὐτοὺς χειροτονή-
-Z//1307b/13	σοντα προθύμως. οἱ δ' ἐπὶ τούτῳ τεταγμένοι τῶν ἀρχόν-
-Z//1307b/14	των, οἱ καλούμενοι σύμβουλοι, ὁρμήσαντες τὸ πρῶτον ἐναν-
-Z//1307b/15	τιοῦσθαι συνεπείσθησαν, ὑπολαμβάνοντες τοῦτον κινήσαντας 
-Z//1307b/16	τὸν νόμον ἐάσειν τὴν ἄλλην πολιτείαν, ὕστερον δὲ βουλόμε-
-Z//1307b/17	νοι κωλύειν ἄλλων κινουμένων οὐκέτι πλέον ἐποίουν οὐθέν, 
-Z//1307b/18	ἀλλὰ μετέβαλεν ἡ τάξις πᾶσα τῆς πολιτείας εἰς δυνα-
-Z//1307b/19	στείαν τῶν ἐπιχειρησάντων νεωτερίζειν. 
-Z//1307b/19	                                      πᾶσαι δ' αἱ πολι-
-Z//1307b/20	τεῖαι λύονται ὁτὲ μὲν ἐξ αὑτῶν ὁτὲ δ' ἔξωθεν, ὅταν ἐναν-
-Z//1307b/21	τία πολιτεία ᾖ ἢ πλησίον ἢ πόρρω μὲν ἔχουσα δὲ δύναμιν. 
-Z//1307b/22	ὅπερ συνέβαινεν ἐπ' Ἀθηναίων καὶ Λακεδαιμονίων· οἱ μὲν 
-Z//1307b/23	γὰρ Ἀθηναῖοι πανταχοῦ τὰς ὀλιγαρχίας, οἱ δὲ Λάκωνες  
-Z//1307b/24	τοὺς δήμους κατέλυον. ὅθεν μὲν οὖν αἱ μεταβολαὶ γίγνονται 
-Z//1307b/25	τῶν πολιτειῶν καὶ αἱ στάσεις, εἴρηται σχεδόν. 
-Z//1307b/26	  Περὶ δὲ σωτηρίας καὶ κοινῇ καὶ χωρὶς ἑκάστης πολι-
-Z//1307b/27	τείας ἐχόμενόν ἐστιν εἰπεῖν. πρῶτον μὲν οὖν δῆλον ὅτι, εἴπερ 
-Z//1307b/28	ἔχομεν δι' ὧν φθείρονται αἱ πολιτεῖαι, ἔχομεν καὶ δι' ὧν 
-Z//1307b/29	σῴζονται· τῶν γὰρ ἐναντίων τἀναντία ποιητικά, φθορὰ δὲ 
-Z//1307b/30	σωτηρίᾳ ἐναντίον. ἐν μὲν οὖν ταῖς εὖ κεκραμέναις πολι-
-Z//1307b/31	τείαις ὥσπερ ἄλλο τι δεῖ τηρεῖν ὅπως μηθὲν παρανομῶσι, 
-Z//1307b/32	καὶ μάλιστα τὸ μικρὸν φυλάττειν· λανθάνει γὰρ παρα-
-Z//1307b/33	δυομένη ἡ παρανομία, ὥσπερ τὰς οὐσίας τὸ μικρὸν δαπάνημα 
-Z//1307b/34	ἀναιρεῖ πολλάκις γινόμενον. λανθάνει δὲ ἡ δαπάνη 
-Z//1307b/35	διὰ τὸ μὴ ἀθρόα γίγνεσθαι· παραλογίζεται γὰρ ἡ διά-
-Z//1307b/36	νοια ὑπ' αὐτῶν, ὥσπερ ὁ σοφιστικὸς λόγος “εἰ ἕκαστον μι-
-Z//1307b/37	κρόν, καὶ πάντα”· τοῦτο δ' ἔστι μὲν ὥς, ἔστι δ' ὡς οὔ· τὸ 
-Z//1307b/38	γὰρ ὅλον καὶ τὰ πάντα οὐ μικρόν, ἀλλὰ σύγκειται ἐκ 
-Z//1307b/39	μικρῶν. 
-Z//1307b/39	        μίαν μὲν οὖν φυλακὴν ταύτην πρὸς τὴν ἀρχὴν 
-Z//1307b/40	δεῖ ποιεῖσθαι· ἔπειτα μὴ πιστεύειν τοῖς σοφίσματος χάριν 
-Z//1308a/1	πρὸς τὸ πλῆθος συγκειμένοις, ἐξελέγχεται γὰρ ὑπὸ τῶν 
-Z//1308a/2	ἔργων (ποῖα δὲ λέγομεν τῶν πολιτειῶν σοφίσματα, πρό-
-Z//1308a/3	τερον εἴρηται). ἔτι δ' ὁρᾶν ὅτι ἔνιαι μένουσιν οὐ μόνον ἀρι-
-Z//1308a/4	στοκρατίαι ἀλλὰ καὶ ὀλιγαρχίαι οὐ διὰ τὸ ἀσφαλεῖς εἶναι 
-Z//1308a/5	τὰς πολιτείας, ἀλλὰ διὰ τὸ εὖ χρῆσθαι τοὺς ἐν ταῖς ἀρ-
-Z//1308a/6	χαῖς γινομένους καὶ τοῖς ἔξω τῆς πολιτείας καὶ τοῖς ἐν τῷ 
-Z//1308a/7	πολιτεύματι, τοὺς μὲν μὴ μετέχοντας τῷ μὴ ἀδικεῖν καὶ 
-Z//1308a/8	τῷ τοὺς ἡγεμονικοὺς αὐτῶν εἰσάγειν εἰς τὴν πολιτείαν καὶ 
-Z//1308a/9	τοὺς μὲν φιλοτίμους μὴ ἀδικεῖν εἰς ἀτιμίαν τοὺς δὲ πολλοὺς 
-Z//1308a/10	εἰς κέρδος, πρὸς αὑτοὺς δὲ καὶ τοὺς μετέχοντας τῷ χρῆσθαι 
-Z//1308a/11	ἀλλήλοις δημοτικῶς. ὃ γὰρ ἐπὶ τοῦ πλήθους ζητοῦσιν οἱ δημο- 
-Z//1308a/12	τικοί, τὸ ἴσον, τοῦτ' ἐπὶ τῶν ὁμοίων οὐ μόνον δίκαιον 
-Z//1308a/13	ἀλλὰ καὶ συμφέρον ἐστίν. διὸ ἐὰν πλείους ὦσιν ἐν τῷ πολι-
-Z//1308a/14	τεύματι, πολλὰ συμφέρει τῶν δημοτικῶν νομοθετημά-
-Z//1308a/15	των, οἷον τὸ ἑξαμήνους τὰς ἀρχὰς εἶναι, ἵνα πάντες οἱ 
-Z//1308a/16	ὅμοιοι μετέχωσιν· ἔστι γὰρ ὥσπερ δῆμος ἤδη οἱ ὅμοιοι 
-Z//1308a/17	(διὸ καὶ ἐν τούτοις ἐγγίγνονται δημαγωγοὶ πολλάκις, ὥσπερ 
-Z//1308a/18	εἴρηται πρότερον), ἔπειθ' ἧττον εἰς δυναστείας ἐμπίπτουσιν αἱ 
-Z//1308a/19	ὀλιγαρχίαι καὶ ἀριστοκρατίαι (οὐ γὰρ ὁμοίως ῥᾴδιον κα-
-Z//1308a/20	κουργῆσαι ὀλίγον χρόνον ἄρχοντας καὶ πολύν, ἐπεὶ διὰ 
-Z//1308a/21	τοῦτο ἐν ταῖς ὀλιγαρχίαις καὶ δημοκρατίαις γίγνονται τυ-
-Z//1308a/22	ραννίδες· ἢ γὰρ οἱ μέγιστοι ἐν ἑκατέρᾳ ἐπιτίθενται τυραν-
-Z//1308a/23	νίδι, ἔνθα μὲν οἱ δημαγωγοὶ ἔνθα δ' οἱ δυνάσται, ἢ οἱ τὰς 
-Z//1308a/24	μεγίστας ἔχοντες ἀρχάς, ὅταν πολὺν χρόνον ἄρχωσιν). 
-Z//1308a/24	                                                  σῴ-
-Z//1308a/25	ζονται δ' αἱ πολιτεῖαι οὐ μόνον διὰ τὸ πόρρω εἶναι τῶν 
-Z//1308a/26	διαφθειρόντων, ἀλλ' ἐνίοτε καὶ διὰ τὸ ἐγγύς· φοβούμενοι 
-Z//1308a/27	γὰρ διὰ χειρῶν ἔχουσι μᾶλλον τὴν πολιτείαν. ὥστε δεῖ 
-Z//1308a/28	τοὺς τῆς πολιτείας φροντίζοντας φόβους παρασκευάζειν, ἵνα 
-Z//1308a/29	φυλάττωσι καὶ μὴ καταλύωσιν ὥσπερ νυκτερινὴν φυλα-
-Z//1308a/30	κὴν τὴν τῆς πολιτείας τήρησιν, καὶ τὸ πόρρω ἐγγὺς ποιεῖν. 
-Z//1308a/31	ἔτι τὰς τῶν γνωρίμων φιλονεικίας καὶ στάσεις καὶ διὰ τῶν 
-Z//1308a/32	νόμων πειρᾶσθαι δεῖ φυλάττειν, καὶ τοὺς ἔξω τῆς φιλο-
-Z//1308a/33	νεικίας ὄντας πρὶν παρειληφέναι καὶ αὐτούς, ὡς τὸ ἐν 
-Z//1308a/34	ἀρχῇ γινόμενον κακὸν γνῶναι οὐ τοῦ τυχόντος ἀλλὰ πολι-
-Z//1308a/35	τικοῦ ἀνδρός. πρὸς δὲ τὴν διὰ τὰ τιμήματα γιγνομένην 
-Z//1308a/36	μεταβολὴν ἐξ ὀλιγαρχίας καὶ πολιτείας, ὅταν συμβαίνῃ 
-Z//1308a/37	τοῦτο μενόντων μὲν τῶν αὐτῶν τιμημάτων εὐπορίας δὲ 
-Z//1308a/38	νομίσματος γιγνομένης, συμφέρει τοῦ τιμήματος ἐπισκο-
-Z//1308a/39	πεῖν τοῦ κοινοῦ τὸ πλῆθος πρὸς τὸ παρελθόν, ἐν ὅσαις μὲν 
-Z//1308a/40	πόλεσι τιμῶνται κατ' ἐνιαυτόν, κατὰ τοῦτον τὸν χρόνον,  
-Z//1308b/1	ἐν δὲ ταῖς μείζοσι διὰ τριετηρίδος ἢ πενταετηρίδος, κἂν ᾖ 
-Z//1308b/2	πολλαπλάσιον ἢ πολλοστημόριον τοῦ πρότερον, ἐν ᾧ αἱ τι-
-Z//1308b/3	μήσεις κατέστησαν τῆς πολιτείας, νόμον εἶναι καὶ τὰ τιμή-
-Z//1308b/4	ματα ἐπιτείνειν ἢ ἀνιέναι, ἐὰν μὲν ὑπερβάλλῃ, ἐπιτείνον-
-Z//1308b/5	τας κατὰ τὴν πολλαπλασίωσιν, ἐὰν δ' ἐλλείπῃ, ἀνιέντας 
-Z//1308b/6	καὶ ἐλάττω ποιοῦντας τὴν τίμησιν. ἐν μὲν γὰρ ταῖς ὀλιγαρ-
-Z//1308b/7	χίαις καὶ ταῖς πολιτείαις, μὴ ποιούντων [μὲν] οὕτως ἔνθα 
-Z//1308b/8	μὲν ὀλιγαρχίαν ἔνθα δὲ δυναστείαν γίνεσθαι συμβαίνει, 
-Z//1308b/9	ἐκείνως δὲ ἐκ μὲν πολιτείας δημοκρατίαν, ἐκ δ' ὀλιγαρ-
-Z//1308b/10	χίας πολιτείαν ἢ δῆμον. 
-Z//1308b/10	                      κοινὸν δὲ καὶ ἐν δήμῳ καὶ ὀλιγαρ-
-Z//1308b/11	χίᾳ καὶ ἐν μοναρχίᾳ καὶ πάσῃ πολιτείᾳ μήτ' αὐξάνειν 
