
[0057]  [036]  []  []

-Z/6/1/t	        {ΓΑΛΗΝΟΥ ΥΓΙΕΙΝΩΝ ΛΟΓΟϹ Α} 
-Z/6/289/3	ναϲθαι ἐκθλίψαντα τὸ ἄνθοϲ αὐτὸ μὲν ἀπορρῖψαι, τὸ δ' ἔλαιον ἔχειν 
-Z/6/289/4	ἀδήκτωϲ διαφορητικόν, οὐδέν τι μεῖον τοῦ ἐλατίνου. καὶ μέντοι καὶ  
-Z/6/289/5	κηρὸν καὶ ῥητίνην ἔξεϲτιν ἐμβάλλειν αὐτῷ τοϲοῦτον, ὅϲον ἀρτίωϲ ἐν 
-Z/6/289/6	τῇ ϲυνθέϲει τοῦ διὰ τῆϲ ἐλάτηϲ εἴρηται φαρμάκου. παχύτερον δ' εἴ ποτε 
-Z/6/289/7	γένοιτο τὸ ἐκθλιβὲν ὑγρόν, ἱκανὸν οὐ μόνον τὸ τέταρτον μέροϲ, ἀλλὰ 
-Z/6/289/8	καὶ τὸ πέμπτον μίγνυϲθαι κηροῦ. ἐγὼ δ' οἶδά ποτε καὶ τὸ ἕκτον ἐμ-
-Z/6/289/9	βαλών, παχυτέρου τε τοῦ ἐλαίου γινομένου καὶ τοῦ μέλλοντοϲ αὐτῷ 
-Z/6/289/10	χρῆϲθαι χαίροντοϲ ὑγροτέρῳ φαρμάκῳ. τινὲϲ δ', οὐκ ἀναμένοντεϲ ἐν 
-Z/6/289/11	χρόνῳ πλείονι διαβρέχεϲθαι τά τε ἄνθη καὶ τὰ ϲπέρματα, τοῦτο μὲν 
-Z/6/289/12	ἑψεῖν αὐτὰ δέονται, τοῦτο δ' ὕδωρ ἐμβάλλειν, ὅϲοι γε προμηθέϲτεροι, 
-Z/6/289/13	χάριν τοῦ μήτε φρυγῆναι τὰ ἐμβληθέντα μήτε κνιϲῶδεϲ γενέϲθαι τοὔ-
-Z/6/289/14	λαιον. ὅϲοι δ' ἔτι τούτων ἐπιμελέϲτεροι, τὴν ἕψηϲιν ἐν ἀγγείοιϲ δι-
-Z/6/290/1	πλοῖϲ ποιοῦνται· καλεῖται δ' οὕτωϲ, ἐπειδὰν προϋ|ποκειμένου λέβητοϲ 
-Z/6/290/2	ὕδωρ ἔχοντοϲ ζέον ἐνιϲτῆταί τι τούτῳ μικρότερον ἀγγεῖον, εἰϲ ὃ 
-Z/6/290/3	μέλλει τὸ ἔλαιον ἐγχεῖϲθαι. τοῦτο μέν γε καὶ ἡμεῖϲ ποιοῦμεν, ἀλλ' 
-Z/6/290/4	οὐκ εἰϲ τὴν τῶν ϲπερμάτων ἢ ἀνθῶν ἕψηϲιν (οὐδὲν γὰρ ταύτηϲ δεό-
-Z/6/290/5	μεθα πολυχρονίωϲ αὐτὰ ἀποβρέχοντεϲ), ἀλλ' ὁπόταν διατήκειν ἐν τῷ 
-Z/6/290/6	λίπει τάϲ τε ῥητίναϲ καὶ τὸν κηρὸν ἐπιχειρῶμεν ἐν τῇ τοῦ φαρμάκου 
-Z/6/290/7	ϲκευαϲίᾳ. καταναγκαζόμενοϲ δέ τιϲ ἐν τάχει ϲκευάζειν αὐτὰ δεήϲεταί 
-Z/6/290/8	τε προαφεψεῖν, ὡϲ εἴρηται, καὶ ὕδατοϲ ἐγχεῖν ἢ οἴνου χάριν τοῦ μὴ 
-Z/6/290/9	φρύγεϲθαι. τὸ μὲν οὖν ὕδωρ εἰϲ τὰ παρόντα χρηϲιμώτερον, ὁ δ' οἶνοϲ 
-Z/6/290/10	εἴϲ τε τὰϲ ποδαγρικὰϲ διαθέϲειϲ καὶ ὅλωϲ ἀρθρίτιδαϲ. ἀρκεῖ δὲ μιγνύ-
-Z/6/290/11	ναι τοϲοῦτον ὕδατοϲ, ὡϲ ἑψώντων ἐκδαπανηθῆναι τὸ πᾶν. εἴη δ' ἂν 
-Z/6/290/12	οὕτωϲ ὀλίγον, ὡϲ τετραπλάϲιον ἢ πενταπλάϲιον αὐτοῦ τὸ ἔλαιον ὑπάρ-
-Z/6/290/13	χειν. ταῦτά τε οὖν τὰ φάρμακα διαφορεῖ τοὺϲ κατὰ τὰϲ ϲάρκαϲ τε 
-Z/6/290/14	καὶ τὸ δέρμα μὴ πάνυ παχεῖϲ μηδὲ γλίϲχρουϲ χυμούϲ, καὶ πρὸϲ τού-
-Z/6/290/15	τοιϲ ἔτι τὸ ἐκ τοῦ χαμαιμήλου ἔλαιον, αὐτό τε καθ' ἑαυτὸ μόνον, ἐμ-
[0057]  [036]  []  []

-Z/6/291/1	βληθέντων τε κηροῦ καὶ ῥητίνηϲ αὐτῷ. ἱκανὸν δὲ κἀνταῦθα | τοῦ μὲν 
-Z/6/291/2	κηροῦ τὸ τέταρτον μέροϲ, τῆϲ δὲ ῥητίνηϲ τὸ δωδέκατον. εἰ δὲ μηδε-
-Z/6/291/3	νὸϲ τῶν εἰρημένων ἐλαίων εὐποροίηϲ, ἀνήθινον ἔλαιον ποιήϲαϲθαί ϲοι 
-Z/6/291/4	ῥᾷϲτον. ἔϲτι δὲ καὶ τοῦτο διαφορητικὸν φάρμακον, εἴτε καταμόναϲ 
-Z/6/291/5	τιϲ εἴτε ϲὺν κηρῷ τε καὶ ῥητίνῃ χρῷτο. πειρᾶϲθαι δ' ἐπ' ἀγγείου 
-Z/6/291/6	διπλοῦ τὸ ἀνήθινον ἑψεῖν. ἄμεινον δὲ καὶ χλωρὸν εἶναι τὸ ἄνηθον. 
-Z/6/291/7	ὅταν δὲ ᾖ τοῦτο, καθ' ὃν χρῄζειϲ καιρόν, ὡραῖον ὑπάρχει. τὸ ϲαμ-
-Z/6/291/8	ψύχινον δ' ἔλαιον ἐπιτήδειον ἐν ὥρᾳ χειμερινῇ καὶ χωρίῳ ψυχρῷ καὶ 
-Z/6/291/9	καταϲτάϲει παραπληϲίᾳ. λαμβανέτω δὲ καὶ τοῦτο κηροῦ τε καὶ ῥητί- 
-Z/6/291/10	νηϲ, εἰ παραμένειν αὐτό γε βούλοιο τοῖϲ ἀλειφομένοιϲ ὑπ' αὐτοῦ ϲώ-
-Z/6/291/11	μαϲιν. ὁμοίωϲ δὲ καὶ τὴν λιβανωτίδα πόαν ἐναφεψεῖν ἐλαίῳ. καὶ εἰ μηδὲ 
-Z/6/291/12	ταύτην ἔχειϲ, ῥίζα τεύτλου λευκοῦ καὶ ἡ τοῦ ϲικύου δὲ τοῦ ἀγρίου ῥίζα 
-Z/6/291/13	καὶ ἡ τῆϲ ἀλθαίαϲ καὶ ἡ τῆϲ βρυωνίαϲ ἱκανῶϲ διαφοροῦϲιν ἐναποτι-
-Z/6/291/14	θέμεναι καὶ αὗται τὴν ἑαυτῶν ποιότητά τε καὶ δύναμιν ἐλαίῳ τινὶ 
-Z/6/291/15	τῶν διαφορητικῶν. ἐϲ ὅ τι δ' ἂν ἐθέλῃϲ ἔλαιον οὕτω παραϲκευαϲθὲν 
-Z/6/292/1	ἐμβάλλειν ἤτοι κηρὸν μόνον ἢ | καὶ ῥητίνην τινὰ ϲὺν αὐτῷ, καλλίϲτην 
-Z/6/292/2	τε καὶ παραμόνιμον ἀλοιφὴν καταϲκευάϲειϲ. ἀρκεῖ δὲ τοὐπίπαν ἐμ-
-Z/6/292/3	βάλλειν τοῦ μὲν κηροῦ τὸ τέταρτον μέροϲ, τῆϲ δὲ ῥητίνηϲ τὸ δωδέ-
-Z/6/292/4	κατον. εἰ δὲ καὶ δύο ῥητίναϲ ἐμβάλλοιϲ ἐλατίνην τε ἅμα καὶ ϲτροβι-
-Z/6/292/5	λίνην ἢ καὶ τρίτην ἐπ' αὐταῖϲ τὴν τερμινθίνην ἢ καὶ μὴ παρουϲῶν 
-Z/6/292/6	τούτων τὴν ὑγρὰν πιτυΐνην, ἔϲται ϲοι καὶ οὕτω διαφορητικὸν τὸ φάρ-
-Z/6/292/7	μακον. ἀπορῶν δὲ καὶ ταύτηϲ ἤτοι τὴν ἐκ τῶν κεραμείων μιγνύναι 
-Z/6/292/8	πιτυΐνην ἢ τὴν φρυκτὴν ὀνομαζομένην, εἰδὼϲ μέν, ὡϲ ἀποδέουϲιν 
-Z/6/292/9	αὗται τῶν προειρημένων, οὐ μὴν παντάπαϲίν εἰϲιν ἀπόβλητοι. 
-Z/6/292/10	  Λοιπῆϲ δ' οὔϲηϲ κοπώδουϲ διαθέϲεωϲ, ἐν ᾗ πρὸϲ τῷ τῆϲ 
-Z/6/292/11	αἰϲθήϲεωϲ ἑλκώδει πλῆθοϲ ὠμῶν χυμῶν ἐν ὅλῳ τῷ ϲώματι περιέχεται, 
-Z/6/292/12	λεκτέον ἂν εἴη καὶ περὶ τῆϲδε. χαλεπὸν δ' οὐκέτ' οὐδὲν ἐξευρεῖν 
-Z/6/292/13	αὐτῆϲ τὴν ἐπανόρθωϲιν, ἀπὸ τῶν εἰρημένων ὁρμώμενον. εἰ γάρ, ὁπότε 
-Z/6/292/14	μὲν ἐν ταῖϲ πρώταιϲ φλεψὶ τὸ πλῆθοϲ τῶν ὠμῶν ἐϲτι, τέμνειν αὐτὰ 
-Z/6/293/1	καὶ πέττειν ἔφαμεν χρῆναι, φυλαττομένουϲ τὴν εἰϲ τὸν ὄγκον | ἀνά-
-Z/6/293/2	δοϲιν, ὁπότε δ' ἐν ταῖϲ ἐϲχάταιϲ φλεψὶ καὶ κατὰ τὴν ἕξιν τοῦ ζῴου, 
-Z/6/293/3	πέττειν τε ἅμα καὶ διαφορεῖν, ἄμφω μικτέον ἐϲτίν, ἐφ' ὧν καὶ ἄμφω 
-Z/6/293/4	ϲυμβέβηκεν· εἰ μὲν ἰϲοϲθενῶϲ ϲοι δόξειεν ἐνοχλεῖν, ὁμοτίμωϲ ἀμφο-
-Z/6/293/5	τέρων ϲτοχαζόμενον, εἰ δὲ εἴη θάτερον ἐπικρατέϲτερον, εἰϲ ἐκεῖνο μὲν 
-Z/6/293/6	ἀναφέρειν τῆϲ ὅληϲ θεραπείαϲ τὸ κῦροϲ, ἀμελεῖν δὲ μηδὲ θατέρου τοῦ 
-Z/6/293/7	μικροτέρου. μιχθήϲεται μὲν οὖν ἡ πρὸϲ ἀμφότερα θεραπεία κατὰ τόνδε 
-Z/6/293/8	τὸν τρόπον· οὐδὲν γὰρ χεῖρον ἐπὶ παραδειγμάτων ὀλίγον εἰπεῖν τι 
-Z/6/293/9	καὶ περὶ τοῦδε. τῷ διὰ τῶν τριῶν πεπέρεων ἁπλῷ φαρμάκῳ χρῆϲθαι 
-Z/6/293/10	ϲυνεβούλευον, ἐφ' ὧν ὠμῶν χυμῶν πλῆθοϲ ἐν ταῖϲ φλεψίν ἐϲτι, καὶ 
-Z/6/293/11	μάλιϲτα ταῖϲ πρώταιϲ. εἰ τοίνυν μὴ μόνον ἐν αὐταῖϲ, ἀλλ' ἐν πάϲαιϲ 
-Z/6/293/12	ταῖϲ φλεψὶν εἴη, ἤδη δὲ καὶ κατὰ τὰϲ ϲάρκαϲ, ἐν ἀρχῇ μὲν τῆϲ ἐπι-
-Z/6/293/13	μελείαϲ τῷ διὰ τριῶν πεπέρεων φαρμάκῳ χρηϲτέον, ἔχοντι καὶ πετρο-
-Z/6/293/14	ϲελίνου τοϲοῦτον, ὁπόϲον ἂν εἶχεν ἀνίϲου καὶ θύμου καὶ ζιγγιβέρεωϲ·  
-Z/6/293/15	μετὰ δὲ τὴν πρώτην ἡμέραν καὶ μᾶλλον ἔτι τὴν δευτέραν ἐπιμιγνύναι 
-Z/6/293/16	αὐτῷ τοῦ διὰ τῆϲ καλαμίνθηϲ· εἶθ' ἑξῆϲ ἴϲα μικτέον· εἶτ' ἐπὶ προ-
-Z/6/294/1	ήκοντι | τῷ χρόνῳ πλέον τοῦ διὰ τῆϲ καλαμίνθηϲ· εἶτ' ἐπὶ τελευτῇ 
-Z/6/294/2	καὶ μόνον. κατὰ δὲ τὸν αὐτὸν τρόπον ἐπὶ τῆϲ ἄλληϲ ἁπάϲηϲ διαί-
-Z/6/294/3	τηϲ, ὅταν ἰϲοκρατεῖϲ αἱ διαθέϲειϲ ὑπάρχωϲι, μιγνύναι μὲν αὐτῶν τῆϲ 
-Z/6/294/4	ἐπανορθώϲεωϲ τοὺϲ ϲκοπούϲ. ἀλλ' ἐν ἀρχῇ μὲν ἐπικρατείτω τὰ τῶν 
-Z/6/294/5	ἐν ταῖϲ πρώταιϲ φλεψὶν ἰάματα, κατὰ δὲ τὴν τελευτὴν τὰ τῶν ἐν 
-Z/6/294/6	ϲαρκί, μεϲοῦντοϲ δὲ τοῦ χρόνου, μιγνύϲθω κατ' ἴϲον ἀμφότερα. ταῦτά 
-Z/6/294/7	τε οὖν εἴρηταί μοι καὶ ἤδη δῆλον, ὅπωϲ ἐπανορθοῦϲθαι χρὴ τὰ κατὰ 
-Z/6/294/8	τοὺϲ χυμοὺϲ ἁμαρτήματα, πρὶν νοϲῆϲαι τὸν ἄνθρωπον. ἐξ ὧν γὰρ 
-Z/6/294/9	ἐπὶ τῆϲ ἑλκώδουϲ διαθέϲεωϲ εἴπομεν, ὅταν ἐπιμίγνυταί τινι κακοχυ-
-Z/6/294/10	μίᾳ, πάρεϲτι ϲυλλογίϲαϲθαι καὶ περὶ τῶν ἄλλων ἑκάϲτηϲ, ἐπειδὰν μόνη 
-Z/6/294/11	ποτὲ ϲυνιϲτῆται. 
-Z/6/294/12	  Περὶ μὲν οὖν τοῦ τε πρώτου γένουϲ τῶν κόπων, ἐφ' ὧν 
-Z/6/294/13	νυγματώδηϲ ἐϲτὶ κατὰ πάντα τοῦ ζῴου τὸν ὄγκον αἴϲθηϲιϲ, ὅϲαι τ' 
-Z/6/294/14	ἄλλαι μοχθηρῶν χυμῶν ἐν τῷ ϲώματι γίνονται πλεονεξίαι, καθ' ἑαυ-
-Z/6/294/15	τάϲ τε καὶ ϲὺν κόποιϲ, ϲχεδὸν ἤδη λέλεκται πάντα. 
-Z/6/295/1	  περὶ δὲ τοῦ τονώδουϲ ὑφ' ἡμῶν κλη|θέντοϲ κόπου λέγω ἐφεξῆϲ. 
-Z/6/295/2	ὅτι μὲν οὖν ὁ τοιοῦτοϲ κόποϲ, ὅταν ἄνευ γυμναϲίων ϲυνιϲτῆται, πλῆ-
-Z/6/295/3	θοϲ ἐνδείκνυται διατεῖνον τὰ ϲτερεὰ μόρια τοῦ ζῴου, καὶ ἄλλοιϲ μέν 
-Z/6/295/4	τιϲι τῶν εὐδοκίμων ἰατρῶν ἔδοξεν, οὐχ ἥκιϲτα δὲ καὶ τοῖϲ περὶ τὸν 
-Z/6/295/5	<Ἐραϲίϲτρατον>. ὅτι δ', ὅταν αἵματοϲ ᾖ πλῆθοϲ, ἄριϲτον ἤτοι φλέβα 
-Z/6/295/6	τέμνειν ἢ ἀποϲχάζειν τὰ ϲφυρά, λέλεκται μέν που καὶ πρόϲθεν, ἀνα-
-Z/6/295/7	ληπτέον δ' ἔτι καὶ νῦν τὸν λόγον <Ἐραϲιϲτράτου> χάριν, ὃϲ οὔτ' ἐπ' 
-Z/6/295/8	ἄλληϲ ὅλωϲ οὐδεμιᾶϲ οὐδὲ ἐπὶ τῆϲδε τῆϲ διαθέϲεωϲ ἐχρήϲατο φλεβο-
-Z/6/295/9	τομίᾳ. ὅτι μὲν οὖν ἐπὶ τῆϲ ὑγιεινοτάτηϲ φύϲεωϲ, ὑπὲρ ἧϲ ὁ λόγοϲ 
-Z/6/295/10	ἐνέϲτηκεν, ἐγχωρεῖ καὶ κατ' ἄλλον τρόπον ἐκκενοῦν τὸ τοιοῦτον πλῆ-
-Z/6/295/11	θοϲ, ἔμπροϲθεν εἴρηται. κατὰ μὲν γὰρ τὰϲ μοχθηρὰϲ φύϲειϲ, ἐφ' ὧν 
-Z/6/295/12	τὸ περιττὸν κατὰ τὸν ἐγκέφαλον ἢ τὰ τῆϲ ἀναπνοῆϲ ὄργανα φέρεται, 
-Z/6/295/13	πηλίκον ἐϲτὶ κακὸν ἑτέρῳ τρόπῳ κενώϲεωϲ χρῆϲθαι, παραλιπόντα φλε-
-Z/6/295/14	βοτομίαν, εἰρήϲεται μέν που καὶ διὰ τῶν ἑξῆϲ ὑπομνημάτων, ὅταν 
-Z/6/295/15	ὑπὲρ τῶν μοχθηρῶν καταϲκευῶν ὁ λόγοϲ περαίνηται, λέλεκται δ' ἤδη 
-Z/6/296/1	κἀν | τῷ Περὶ φλεβοτομίαϲ πρὸϲ Ἐραϲίϲτρατον. 
-Z/6/296/2	  ὅθεν οὐδὲν ἔτι μηκύνειν δεῖ περὶ αὐτῶν, ἀλλ' ἐπὶ τὸν λοιπὸν καὶ  
-Z/6/296/3	τρίτον κόπον, ὅταν αὐτομάτωϲ ϲυνιϲτῆται, τὸν λόγον ἄγειν, ὃν ἐν τοῖϲ 
-Z/6/296/4	ἔμπροϲθεν ἐκαλέϲαμεν φλεγμονώδη διά τε τὸ τῆϲ ὀδύνηϲ μέγεθοϲ καὶ 
-Z/6/296/5	ὅτι μετὰ θερμότητοϲ ἐπιφανοῦϲ ϲυνίϲταται ϲυνεξαίρων εἰϲ ὄγκον τοὺϲ 
-Z/6/296/6	μῦϲ. οὗτοϲ ὁ κόποϲ οὐδ' ὡρῶν ὀλίγων, μή τί γε δυοῖν ἢ τριῶν ἀν-
-Z/6/296/7	έχεται ἡμερῶν τῆϲ <Ἐραϲιϲτράτου> βραδυτῆτοϲ, ἀλλ' αὐτίκα πυρετὸν 
-Z/6/296/8	ἐπιφέρει ϲφοδρότατον, ἢν μή τιϲ φθάϲαϲ ἀποχέῃ τοῦ αἵματοϲ. καὶ 
-Z/6/296/9	γὰρ οὖν θερμότατόν ἐϲτι τὸ τῶν τοιούτων [κόπων] αἷμα, καὶ πλείϲτηϲ 
-Z/6/296/10	αὐτοῦ δέονται τῆϲ κενώϲεωϲ ἅπαντεϲ ϲχεδὸν οἱ καταληφθέντεϲ τῷ 
-Z/6/296/11	κόπῳ. καὶ οἱ πολλοί γ' αὐτῶν πυρέττουϲι, κἂν ἀποχέῃϲ τοῦ αἵματοϲ. 
-Z/6/296/12	ὅθεν οὔτε βλακεύειν οὔτε ὀλίγον ἀφαιρεῖν προϲῆκεν, ἀλλὰ καὶ διὰ 
-Z/6/296/13	ταχέων ἐκκενοῦν καὶ μέχρι λειποθυμίαϲ ἄγειν, εἰ μηδὲν ἕτερον κωλύοι. 
-Z/6/296/14	κάλλιον δέ, εἰ ἐγχωρεῖ, δὶϲ ἀφελεῖν ἐν ἡμέρᾳ μιᾷ, τὸ μὲν πρότερον 
-Z/6/297/1	οὕτω κενοῦνταϲ, ὡϲ μὴ λειποθυμῆϲαι τὸν | ἄνθρωπον, τὸ δὲ δεύτερον 
-Z/6/297/2	οὐδὲ τὴν λειποθυμίαν φοβεῖϲθαι προϲήκει. τῇ μὲν γὰρ προτέρᾳ κενώ-
-Z/6/297/3	ϲει καταλυθεὶϲ οὐκ ἂν ὑπομείναι τὴν δευτέραν· ἐν ταύτῃ δ' εἴ τι πάθοι 
-Z/6/297/4	τοιοῦτον, εὐανακόμιϲτοϲ γίνεται. μὴ φλεβοτομηθέντεϲ δὲ οἱ οὕτω δια-
-Z/6/297/5	κείμενοι τύχηϲ ἀγαθῆϲ εἰϲ τὸ ϲωθῆναι δέονται, καὶ οὐδὲ ϲῴζονται, εἰ 
-Z/6/297/6	μὴ καθ' ἕτερόν τινα τρόπον, ἢ αἱμορραγήϲαντεϲ ἐκ ῥινῶν ἢ λάβρων 
-Z/6/297/7	ἱδρώτων αὐτοῖϲ ἐκχυθέντων. ἐπιϲκοπεῖϲθαι δὲ χρὴ μάλιϲτα μέλλονταϲ 
-Z/6/297/8	φλέβα τέμνειν, πότερον κατὰ θώρακα καὶ νῶτα καὶ ὀϲφῦν ἐρείδουϲιν 
-Z/6/297/9	αἱ τάϲειϲ τε καὶ αἱ νυγματώδειϲ ὀδύναι ἢ κατὰ κεφαλὴν καὶ τράχηλον 
-Z/6/297/10	μᾶλλον. οὕτω μὲν γὰρ οὖν τὴν ὠμιαίαν διαιρήϲειϲ, καὶ μᾶλλον εἰ 
[0057]  [036]  []  []

-Z/6/297/11	πλήρουϲ αἰϲθάνονται καὶ θερμῆϲ τῆϲ κεφαλῆϲ, ἐκείνων δὲ τὴν ἔνδον· 
-Z/6/297/12	εἰ δ' ὅλον ὁμαλῶϲ ὑπὸ τοῦ κόπου τὸ ϲῶμα κατέχοιτο, τὴν μέϲην ἀμ-
-Z/6/297/13	φοῖν. εἰ μὲν οὖν ἐπὶ τῇ φλεβοτομίᾳ πυρέϲϲειν ἄρξαιντο, τῆϲ θερα-
-Z/6/297/14	πευτικῆϲ ἔργον ἤδη μεθόδου προνοήϲαϲθαι τούτων· εἰ δ' ἀπύρετοι 
-Z/6/297/15	διαμένοιεν, ἐν μὲν τῇ πρώτῃ τῶν ἡμερῶν ἐπὶ τῇ φλεβοτομίᾳ πτιϲά-
-Z/6/298/1	νηϲ χυλὸν ἢ ἐκ χόνδρου ῥόφημα διδόναι μόνον, ἐν δὲ | τῇ δευτέρᾳ 
-Z/6/298/2	καὶ λούειν ἂν ἤδη δύναιο ϲὺν ἐλαίῳ δαψιλεῖ, διαιτᾶν δέ, κἂν λούϲῃϲ, 
-Z/6/298/3	μετριώτατα θριδακίνηϲ, εἰ βούλοιτο, διδόντα καὶ κολοκύνθηϲ, εἰ παρείη, 
-Z/6/298/4	καὶ πτιϲάνηϲ. ἀγαθὸϲ δὲ καὶ ὁ χόνδροϲ, εἴθ' ὡϲ πτιϲάνην τιϲ αὐτὸν 
-Z/6/298/5	ἡδύναϲ ὄξει ϲκευάϲειεν εἴτε χωρὶϲ ὄξουϲ. εἰ δὲ μὴ παρείη κολοκύνθη,  
-Z/6/298/6	μαλάχῃ καὶ τεύτλῳ καὶ λαπάθῳ καὶ ἀνδραφάξυϊ χρῆϲθαι. εἰ δὲ καὶ 
-Z/6/298/7	ϲαρκῶν γεύϲαϲθαι βούλοιτο, τῶν πετραίων ἰχθύων ἢ ὀνίϲκων ἐν λευκῷ 
-Z/6/298/8	ζωμῷ καλῶϲ ἑψήϲαντα διδόναι. προϲαγορεύω δὲ λευκὸν ζωμόν, ὅταν 
-Z/6/298/9	ἄνευ γάρου τε καὶ πολὺ δὴ μᾶλλον ἔτι τῆϲ ἄλληϲ καρυκείαϲ ϲκευαϲθῇ, 
-Z/6/298/10	ἀνήθου τε καὶ ἁλῶν ἐμβληθέντων εἰϲ ὕδωρ ϲὺν ἐλαίῳ καὶ πράϲῳ 
-Z/6/298/11	βραχεῖ. κάλλιον δέ, εἰ καὶ τῇ δευτέρᾳ τῶν ἡμερῶν οἴνου φείϲαιτο. 
-Z/6/298/12	τῇ τρίτῃ δέ, εἰ μὲν εὐπέπτωϲ φέρει τὴν ὑδροποϲίαν, εἴργειν οἴνου 
-Z/6/298/13	καὶ τότε· μὴ φέροντοϲ δέ, μάλιϲτα μὲν ἀπόμελι δοτέον· καὶ γὰρ ἐμ-
-Z/6/298/14	ψύχει πωϲ ἠρέμα τοῦτο τὸ ποτόν, οὗ καὶ αὐτοῦ χρῄζουϲιν οἱ φλεγ-
-Z/6/298/15	μονώδειϲ κόποι· μὴ παρόντοϲ δὲ τούτου, λευκὸν καὶ λεπτὸν οἶνον 
-Z/6/299/1	διδόναι καὶ τἄλλα κατὰ | λόγον ἀνακομίζειν εὐχύμῳ τε καὶ μηδαμῶϲ 
-Z/6/299/2	θερμαινούϲῃ διαίτῃ χρώμενον. εὐλαβεῖϲθαι δὲ μάλιϲτα πάντων ἀθρόωϲ 
